Género,Edad,Destino,TIempo hospedaje,Presupuesto,Hospedaje,Transporte,Alimentacion,Interes,Interes 2
10,35,Medellin,9,670479,0,4,5,vida nocturna,cultura
10,35,Medellin,3,1636205,1,3,5,musica,cultura
9,25,Medellin,10,2279016,0,3,8,vida nocturna,cultura
9,25,Medellin,10,1370391,0,3,8,musica,deporte
10,21,Medellin,8,837257,0,3,5,vida nocturna,deporte
9,22,Medellin,7,744938,0,3,7,musica,cultura
10,33,Medellin,5,589784,0,4,5,vida nocturna,cultura
9,25,Medellin,9,1577003,0,3,7,vida nocturna,cultura
9,35,Medellin,3,1832125,1,3,7,musica,deporte
9,35,Medellin,3,1773014,1,3,8,vida nocturna,deporte
10,21,Medellin,9,801212,0,3,5,vida nocturna,deporte
9,26,Medellin,8,1996486,0,3,7,musica,deporte
10,21,Medellin,5,1620090,1,3,5,musica,deporte
10,21,Medellin,3,1237479,1,3,5,vida nocturna,cultura
9,34,Medellin,7,759702,0,3,7,musica,deporte
9,29,Medellin,5,1332404,1,3,7,vida nocturna,cultura
9,30,Medellin,3,991997,0,3,7,vida nocturna,cultura
10,24,Medellin,10,1124751,0,3,5,vida nocturna,cultura
10,23,Medellin,7,1532939,0,3,5,vida nocturna,cultura
9,28,Medellin,7,1248894,0,3,7,vida nocturna,deporte
10,32,Medellin,7,1917206,0,3,5,vida nocturna,cultura
10,25,Medellin,8,1888620,0,3,5,vida nocturna,cultura
10,24,Medellin,3,944655,0,3,5,musica,cultura
9,32,Medellin,6,1755015,0,3,8,vida nocturna,cultura
10,27,Medellin,10,1621340,0,3,5,vida nocturna,cultura
9,29,Medellin,6,932982,0,3,7,musica,deporte
9,32,Medellin,9,1984001,0,3,8,vida nocturna,cultura
9,28,Medellin,5,738937,0,3,7,musica,cultura
10,26,Medellin,10,2517699,1,3,5,vida nocturna,deporte
10,25,Medellin,5,690400,0,4,5,musica,deporte
9,20,Medellin,9,687584,0,4,7,vida nocturna,deporte
9,19,Medellin,4,1046712,1,3,8,musica,deporte
10,26,Medellin,6,1079779,0,3,5,musica,cultura
9,27,Medellin,6,1910711,0,3,7,musica,cultura
9,22,Medellin,10,1272824,0,3,8,musica,cultura
10,18,Medellin,7,914798,0,3,5,musica,cultura
9,20,Medellin,7,1809755,0,3,7,vida nocturna,deporte
10,33,Medellin,8,1507569,0,3,5,musica,deporte
9,18,Medellin,3,603555,0,4,7,vida nocturna,deporte
10,34,Medellin,9,1785179,0,3,5,vida nocturna,deporte
10,18,Medellin,6,708514,0,3,5,musica,deporte
10,25,Medellin,8,1673724,0,3,5,vida nocturna,deporte
9,35,Medellin,10,2079654,0,3,7,musica,cultura
10,28,Medellin,8,1327786,0,3,5,vida nocturna,deporte
10,26,Medellin,3,1108165,1,3,5,vida nocturna,cultura
9,33,Medellin,4,1321686,1,3,7,musica,cultura
10,18,Medellin,10,2225238,0,3,5,musica,cultura
9,29,Medellin,9,900047,0,3,7,vida nocturna,deporte
9,19,Medellin,7,1542032,0,3,8,vida nocturna,deporte
10,29,Medellin,6,559488,0,4,5,musica,cultura
9,30,Medellin,4,895246,0,3,7,vida nocturna,cultura
10,28,Medellin,9,1820331,0,3,5,vida nocturna,deporte
9,31,Medellin,7,1804298,0,3,8,vida nocturna,cultura
9,30,Medellin,6,586720,0,4,8,musica,cultura
9,21,Medellin,5,1981288,1,3,7,vida nocturna,deporte
9,18,Medellin,10,1282872,0,3,7,vida nocturna,deporte
10,30,Medellin,6,978960,0,3,5,musica,cultura
10,25,Medellin,6,1888718,0,3,5,musica,deporte
9,18,Medellin,6,1297036,0,3,7,musica,deporte
9,22,Medellin,3,808644,0,3,7,vida nocturna,deporte
9,29,Medellin,10,1600174,0,3,8,vida nocturna,cultura
10,31,Medellin,8,546918,0,4,5,musica,deporte
10,31,Medellin,5,1933721,1,3,5,musica,deporte
9,33,Medellin,7,1393773,0,3,8,musica,cultura
10,19,Medellin,8,1137122,0,3,5,vida nocturna,cultura
9,26,Medellin,9,1508096,0,3,7,musica,cultura
10,21,Medellin,9,975185,0,3,5,vida nocturna,cultura
9,19,Medellin,4,1046500,1,3,7,vida nocturna,deporte
10,28,Medellin,7,1695033,0,3,5,vida nocturna,deporte
9,33,Medellin,5,502173,0,4,8,vida nocturna,deporte
9,27,Medellin,7,1916413,0,3,7,vida nocturna,cultura
9,24,Medellin,3,709694,0,3,8,musica,deporte
9,20,Medellin,10,2351798,0,3,8,vida nocturna,cultura
9,19,Medellin,9,1458759,0,3,8,musica,cultura
9,25,Medellin,4,1214064,1,3,7,vida nocturna,deporte
9,19,Medellin,5,999528,0,3,8,musica,cultura
10,34,Medellin,9,1568161,0,3,5,musica,deporte
10,18,Medellin,10,1768279,0,3,5,vida nocturna,deporte
9,20,Medellin,5,1844408,1,3,8,vida nocturna,deporte
10,34,Medellin,9,1228072,0,3,5,musica,deporte
9,22,Medellin,3,1640914,1,3,7,vida nocturna,cultura
10,34,Medellin,4,1341802,1,3,5,musica,deporte
9,25,Medellin,6,1781402,0,3,7,musica,cultura
10,19,Medellin,5,1436565,1,3,5,vida nocturna,cultura
10,18,Medellin,4,1516081,1,3,5,musica,deporte
10,34,Medellin,8,1503382,0,3,5,musica,cultura
10,35,Medellin,7,1868421,0,3,5,vida nocturna,deporte
10,25,Medellin,9,965076,0,3,5,musica,deporte
9,30,Medellin,3,1834012,1,3,8,musica,deporte
9,31,Medellin,8,1894152,0,3,7,vida nocturna,deporte
9,35,Medellin,8,1983789,0,3,7,musica,deporte
9,26,Medellin,3,1219750,1,3,8,musica,cultura
9,26,Medellin,8,1847377,0,3,8,vida nocturna,cultura
9,32,Medellin,3,1595482,1,3,7,musica,cultura
9,33,Medellin,5,789664,0,3,7,vida nocturna,cultura
9,24,Medellin,7,572973,0,4,7,vida nocturna,deporte
10,32,Medellin,4,966835,0,3,5,vida nocturna,cultura
9,20,Medellin,4,1473308,1,3,7,vida nocturna,deporte
9,35,Medellin,8,1641445,0,3,7,musica,cultura
9,19,Medellin,10,2835625,1,3,8,vida nocturna,deporte
9,27,Medellin,10,1853748,0,3,8,musica,deporte
9,24,Medellin,7,708377,0,3,8,vida nocturna,cultura
9,19,Medellin,7,1073615,0,3,8,vida nocturna,deporte
10,22,Medellin,3,1029810,1,3,5,vida nocturna,cultura
9,28,Medellin,6,1421845,0,3,8,vida nocturna,cultura
10,25,Medellin,8,767573,0,3,5,musica,deporte
9,35,Medellin,10,1034339,0,3,7,musica,deporte
9,21,Medellin,7,554137,0,4,7,vida nocturna,deporte
10,34,Medellin,6,1471975,0,3,5,musica,deporte
9,30,Medellin,8,1375235,0,3,7,musica,deporte
10,28,Medellin,5,640733,0,4,5,vida nocturna,deporte
10,19,Medellin,5,952965,0,3,5,vida nocturna,cultura
10,22,Medellin,4,1888388,1,3,5,vida nocturna,deporte
10,19,Medellin,10,2989648,1,3,5,vida nocturna,deporte
10,26,Medellin,8,1014510,0,3,5,musica,deporte
10,25,Medellin,10,2698487,1,3,5,musica,deporte
9,35,Medellin,3,1967149,1,2,7,vida nocturna,cultura
9,28,Medellin,5,927464,0,3,7,musica,deporte
10,26,Medellin,8,909692,0,3,5,musica,cultura
10,30,Medellin,3,813219,0,3,5,vida nocturna,deporte
10,27,Medellin,9,627355,0,4,5,vida nocturna,deporte
10,24,Medellin,9,1461860,0,3,5,vida nocturna,deporte
10,22,Medellin,5,1346909,1,3,5,vida nocturna,cultura
9,34,Medellin,5,780245,0,3,8,musica,cultura
9,34,Medellin,6,532507,0,4,8,musica,deporte
9,24,Medellin,8,519359,0,4,8,musica,cultura
10,34,Medellin,9,960391,0,3,5,vida nocturna,cultura
10,18,Medellin,6,1723070,0,3,5,musica,cultura
9,27,Medellin,8,1699363,0,3,8,musica,cultura
10,33,Medellin,3,1381562,1,3,5,musica,deporte
10,31,Medellin,4,1414165,1,3,5,musica,cultura
9,20,Medellin,5,506725,0,4,8,vida nocturna,deporte
9,27,Medellin,5,1458089,1,3,7,vida nocturna,deporte
10,33,Medellin,7,1559632,0,3,5,vida nocturna,deporte
9,30,Medellin,9,539488,0,4,7,vida nocturna,deporte
9,33,Medellin,7,1922634,0,3,8,musica,deporte
10,26,Medellin,6,507830,0,4,5,vida nocturna,deporte
9,25,Medellin,3,1043830,1,3,8,vida nocturna,deporte
10,21,Medellin,10,2914344,1,3,5,musica,cultura
9,28,Medellin,8,599979,0,4,8,vida nocturna,deporte
10,30,Medellin,10,1136691,0,3,5,vida nocturna,deporte
9,31,Medellin,9,1041640,0,3,7,vida nocturna,cultura
9,24,Medellin,4,698975,0,4,8,musica,deporte
10,27,Medellin,9,578226,0,4,5,vida nocturna,cultura
10,29,Medellin,3,530031,0,4,5,vida nocturna,cultura
10,23,Medellin,8,1076305,0,3,5,vida nocturna,cultura
10,29,Medellin,5,1184688,1,3,5,vida nocturna,deporte
10,20,Medellin,6,979010,0,3,5,musica,cultura
9,23,Medellin,10,2627635,1,3,7,musica,deporte
10,22,Medellin,3,1272286,1,2,5,musica,deporte
9,30,Medellin,9,1930596,0,3,7,vida nocturna,deporte
10,34,Medellin,10,1120165,0,3,5,vida nocturna,cultura
10,26,Medellin,7,1337082,0,3,5,musica,deporte
10,18,Medellin,4,1407477,1,3,5,vida nocturna,cultura
9,27,Medellin,8,1132365,0,3,7,musica,deporte
10,23,Medellin,8,695786,0,4,5,musica,deporte
10,20,Medellin,6,1055825,0,3,5,musica,cultura
9,21,Medellin,6,975462,0,3,8,musica,cultura
9,20,Medellin,3,765729,0,3,7,musica,deporte
9,35,Medellin,5,1426741,1,3,8,musica,deporte
10,26,Medellin,3,1448747,1,3,5,musica,cultura
9,25,Medellin,10,1171264,0,3,8,vida nocturna,cultura
9,24,Medellin,6,1993195,0,3,8,vida nocturna,cultura
10,27,Medellin,5,710461,0,3,5,vida nocturna,cultura
9,20,Medellin,5,1516712,1,3,7,vida nocturna,deporte
9,19,Medellin,7,774448,0,3,7,vida nocturna,deporte
9,29,Medellin,6,1568573,0,3,8,musica,cultura
9,28,Medellin,6,1231853,0,3,8,musica,deporte
10,29,Medellin,9,1853913,0,3,5,musica,cultura
9,25,Medellin,6,675653,0,4,7,vida nocturna,deporte
9,23,Medellin,6,1481468,0,3,7,musica,deporte
9,24,Medellin,4,1135927,1,3,8,vida nocturna,cultura
10,33,Medellin,7,814693,0,3,5,vida nocturna,deporte
9,32,Medellin,8,727941,0,3,7,vida nocturna,deporte
9,30,Medellin,10,2030420,0,3,8,vida nocturna,deporte
10,26,Medellin,10,1634554,0,3,5,musica,cultura
10,30,Medellin,8,938676,0,3,5,musica,deporte
10,32,Medellin,5,1245237,1,3,5,vida nocturna,cultura
10,35,Medellin,7,1345255,0,3,5,vida nocturna,cultura
10,26,Medellin,6,1603293,0,3,5,vida nocturna,deporte
10,31,Medellin,3,1242366,1,3,5,musica,cultura
10,24,Medellin,9,1813595,0,3,5,musica,cultura
10,24,Medellin,4,1092933,1,3,5,musica,cultura
9,33,Medellin,8,1015586,0,3,8,vida nocturna,deporte
10,31,Medellin,7,674551,0,4,5,vida nocturna,cultura
9,35,Medellin,9,1796279,0,3,7,musica,deporte
9,23,Medellin,3,1243250,1,3,7,musica,cultura
10,33,Medellin,4,1208859,1,3,5,musica,deporte
9,27,Medellin,3,781499,0,3,7,vida nocturna,deporte
10,26,Medellin,7,691400,0,4,5,vida nocturna,deporte
9,32,Medellin,4,1325385,1,3,7,musica,deporte
9,19,Medellin,5,570510,0,4,8,musica,deporte
10,29,Medellin,7,1846027,0,3,5,musica,deporte
9,33,Medellin,9,545294,0,4,8,vida nocturna,deporte
9,33,Medellin,9,1747917,0,3,8,musica,deporte
9,18,Medellin,9,808204,0,3,7,musica,cultura
10,35,Medellin,4,525379,0,4,5,vida nocturna,cultura
9,34,Medellin,3,1107200,1,3,7,vida nocturna,cultura
9,33,Medellin,10,1984434,0,3,8,vida nocturna,deporte
10,26,Medellin,4,1791167,1,3,5,musica,cultura
9,26,Medellin,4,1773477,1,3,8,musica,deporte
10,21,Medellin,10,1317591,0,3,5,vida nocturna,deporte
10,18,Medellin,7,511831,0,4,5,vida nocturna,cultura
9,21,Medellin,4,1034300,1,3,8,musica,cultura
9,33,Medellin,7,732882,0,3,7,musica,cultura
10,35,Medellin,5,1922734,1,3,5,musica,deporte
10,32,Medellin,8,903161,0,3,5,vida nocturna,deporte
10,30,Medellin,3,1184413,1,3,5,vida nocturna,deporte
10,34,Medellin,6,505715,0,4,5,vida nocturna,deporte
9,30,Medellin,7,1302720,0,3,8,musica,deporte
9,32,Medellin,8,791641,0,3,8,vida nocturna,deporte
9,22,Medellin,3,1926076,1,3,7,vida nocturna,deporte
10,19,Medellin,7,1244265,0,3,5,musica,cultura
9,23,Medellin,10,2637721,1,3,7,vida nocturna,deporte
9,18,Medellin,8,1051091,0,3,7,vida nocturna,deporte
9,35,Medellin,7,543746,0,4,8,musica,cultura
10,26,Medellin,6,1530364,0,3,5,musica,cultura
10,22,Medellin,5,1520030,1,3,5,musica,cultura
9,35,Medellin,9,1709417,0,3,8,musica,cultura
9,18,Medellin,9,1696382,0,3,7,vida nocturna,cultura
10,20,Medellin,10,1960256,0,3,5,vida nocturna,cultura
10,18,Medellin,3,1160455,1,3,5,musica,cultura
9,27,Medellin,10,1261407,0,3,8,musica,deporte
10,33,Medellin,6,1163195,0,3,5,musica,cultura
9,23,Medellin,6,1107452,0,3,8,vida nocturna,cultura
10,21,Medellin,6,1863590,0,3,5,musica,deporte
9,26,Medellin,9,608102,0,4,8,musica,deporte
10,23,Medellin,8,1136466,0,3,5,vida nocturna,deporte
9,30,Medellin,7,1145894,0,3,8,vida nocturna,cultura
10,28,Medellin,9,1683679,0,3,5,musica,cultura
10,23,Medellin,3,529921,0,4,5,vida nocturna,cultura
10,35,Medellin,6,1267411,0,3,5,vida nocturna,cultura
10,21,Medellin,8,920490,0,3,5,musica,cultura
9,28,Medellin,8,849185,0,3,8,vida nocturna,cultura
9,18,Medellin,10,2328124,0,3,7,vida nocturna,cultura
9,18,Medellin,4,1432615,1,2,8,musica,deporte
9,20,Medellin,7,1780968,0,3,7,vida nocturna,cultura
9,21,Medellin,7,1195973,0,3,8,vida nocturna,deporte
10,22,Medellin,7,1981094,0,3,5,musica,cultura
10,22,Medellin,3,870948,0,3,5,vida nocturna,deporte
9,31,Medellin,5,638167,0,4,7,musica,deporte
9,29,Medellin,6,945164,0,3,8,vida nocturna,deporte
10,25,Medellin,9,1549812,0,3,5,vida nocturna,cultura
10,33,Medellin,9,1810986,0,3,5,vida nocturna,deporte
10,26,Medellin,9,1195441,0,3,5,vida nocturna,deporte
10,28,Medellin,7,1079537,0,3,5,musica,cultura
10,34,Medellin,10,1354860,0,3,5,musica,cultura
9,19,Medellin,7,1125577,0,3,7,vida nocturna,cultura
10,32,Medellin,5,1517133,1,3,5,vida nocturna,cultura
10,26,Medellin,5,510055,0,4,5,musica,deporte
10,21,Medellin,8,1615253,0,3,5,musica,cultura
9,20,Medellin,9,1723741,0,3,8,musica,cultura
9,30,Medellin,4,1206587,1,3,7,vida nocturna,cultura
9,33,Medellin,5,721536,0,3,7,vida nocturna,deporte
9,27,Medellin,3,1721819,1,3,7,vida nocturna,cultura
10,20,Medellin,8,1715841,0,3,5,vida nocturna,deporte
10,18,Medellin,4,1946429,1,3,5,vida nocturna,cultura
9,18,Medellin,10,2041646,0,3,8,vida nocturna,cultura
10,28,Medellin,8,701222,0,3,5,vida nocturna,cultura
10,25,Medellin,9,954459,0,3,5,musica,deporte
9,30,Medellin,7,1035829,0,3,7,musica,deporte
10,32,Medellin,6,853542,0,3,5,vida nocturna,cultura
10,19,Medellin,7,1718978,0,3,5,vida nocturna,deporte
10,34,Medellin,4,1399111,1,3,5,musica,cultura
10,34,Medellin,7,1292501,0,3,5,musica,cultura
9,28,Medellin,9,1192624,0,3,7,musica,deporte
9,34,Medellin,3,578065,0,4,7,vida nocturna,cultura
10,20,Medellin,6,1949791,0,3,5,vida nocturna,cultura
10,25,Medellin,7,1724062,0,3,5,musica,cultura
9,21,Medellin,4,1885912,1,3,8,musica,deporte
10,18,Medellin,5,1727107,1,3,5,musica,deporte
10,32,Medellin,5,643068,0,4,5,musica,deporte
10,26,Medellin,6,1007064,0,3,5,vida nocturna,deporte
10,22,Medellin,4,944596,0,3,5,musica,deporte
10,23,Medellin,6,920563,0,3,5,vida nocturna,cultura
10,21,Medellin,8,1758575,0,3,5,vida nocturna,deporte
10,28,Medellin,3,634731,0,4,5,vida nocturna,cultura
10,35,Medellin,8,981636,0,3,5,vida nocturna,deporte
10,32,Medellin,5,1762133,1,3,5,vida nocturna,deporte
9,30,Medellin,10,2222919,0,3,8,musica,cultura
9,35,Medellin,10,2954813,1,2,7,vida nocturna,deporte
10,21,Medellin,5,1685344,1,2,5,musica,deporte
10,24,Medellin,9,1112555,0,3,5,musica,cultura
9,24,Medellin,10,1053828,0,3,8,musica,cultura
9,28,Medellin,4,1502706,1,3,8,vida nocturna,deporte
10,31,Medellin,3,1146505,1,3,5,musica,deporte
10,25,Medellin,6,973931,0,3,5,vida nocturna,deporte
9,33,Medellin,6,1044490,0,3,7,vida nocturna,deporte
9,18,Medellin,9,1965603,0,3,8,musica,deporte
10,32,Medellin,8,1865979,0,3,5,vida nocturna,deporte
9,27,Medellin,5,1344557,1,3,7,vida nocturna,cultura
10,25,Medellin,9,588377,0,4,5,vida nocturna,deporte
10,23,Medellin,9,1205180,0,3,5,musica,deporte
9,26,Medellin,6,1934926,0,3,7,vida nocturna,cultura
10,19,Medellin,9,788745,0,3,5,vida nocturna,cultura
10,31,Medellin,4,512698,0,4,5,musica,cultura
9,18,Medellin,4,1461894,1,3,7,vida nocturna,cultura
10,25,Medellin,3,1171754,1,3,5,vida nocturna,cultura
9,35,Medellin,5,1216159,1,3,7,vida nocturna,cultura
9,26,Medellin,8,1789106,0,3,7,vida nocturna,cultura
9,26,Medellin,6,1645683,0,3,7,vida nocturna,cultura
10,21,Medellin,10,1473251,0,3,5,vida nocturna,deporte
10,35,Medellin,8,971821,0,3,5,vida nocturna,cultura
10,32,Medellin,8,1549714,0,3,5,musica,cultura
10,23,Medellin,8,621451,0,4,5,vida nocturna,deporte
10,31,Medellin,9,1675041,0,3,5,vida nocturna,deporte
9,22,Medellin,8,1928746,0,3,8,vida nocturna,deporte
9,29,Medellin,5,1422087,1,3,7,musica,deporte
9,22,Medellin,6,927380,0,3,8,vida nocturna,cultura
9,33,Medellin,9,1016017,0,3,8,vida nocturna,cultura
9,21,Medellin,10,2745504,1,3,7,vida nocturna,cultura
10,25,Medellin,6,777959,0,3,5,musica,deporte
9,29,Medellin,8,1354946,0,3,8,musica,deporte
9,30,Medellin,4,668455,0,4,8,musica,deporte
10,23,Medellin,8,1402387,0,3,5,vida nocturna,deporte
9,20,Medellin,4,1896923,1,3,7,vida nocturna,cultura
10,23,Medellin,4,630932,0,4,5,musica,cultura
9,23,Medellin,6,1721690,0,3,7,vida nocturna,cultura
9,30,Medellin,3,1016109,1,3,7,musica,cultura
9,27,Medellin,4,806217,0,3,8,vida nocturna,cultura
10,25,Medellin,8,519595,0,4,5,musica,cultura
9,31,Medellin,7,669166,0,4,8,musica,cultura
10,20,Medellin,3,628151,0,4,5,vida nocturna,cultura
10,34,Medellin,3,1727697,1,3,5,vida nocturna,deporte
9,28,Medellin,4,1567745,1,3,7,musica,cultura
9,27,Medellin,10,2665675,1,3,8,musica,cultura
10,19,Medellin,8,1859920,0,3,5,musica,cultura
9,20,Medellin,3,699612,0,4,7,vida nocturna,deporte
10,20,Medellin,3,1615177,1,3,5,musica,deporte
9,27,Medellin,6,1872011,0,3,7,vida nocturna,cultura
9,35,Medellin,9,1279170,0,3,8,vida nocturna,deporte
9,28,Medellin,5,1489375,1,3,8,musica,cultura
10,23,Medellin,9,1151966,0,3,5,musica,cultura
9,32,Medellin,5,1152784,1,3,8,musica,deporte
9,26,Medellin,8,1590959,0,3,7,vida nocturna,cultura
10,27,Medellin,8,1159691,0,3,5,musica,cultura
10,30,Medellin,6,1876167,0,3,5,vida nocturna,cultura
9,32,Medellin,3,802882,0,3,7,vida nocturna,deporte
9,22,Medellin,6,596252,0,4,7,vida nocturna,cultura
10,22,Medellin,4,862438,0,3,5,musica,cultura
9,24,Medellin,7,1350455,0,3,7,vida nocturna,deporte
9,30,Medellin,3,1156654,1,3,7,musica,cultura
9,26,Medellin,9,1644417,0,3,7,vida nocturna,cultura
10,34,Medellin,7,1955432,0,3,5,musica,cultura
10,31,Medellin,3,645247,0,4,5,musica,cultura
10,29,Medellin,8,1176817,0,3,5,vida nocturna,deporte
10,24,Medellin,6,1439098,0,3,5,musica,deporte
10,27,Medellin,5,859902,0,3,5,vida nocturna,deporte
10,24,Medellin,10,1658492,0,3,5,musica,deporte
10,24,Medellin,10,2556624,1,3,5,vida nocturna,cultura
10,23,Medellin,6,1800807,0,3,5,vida nocturna,cultura
10,24,Medellin,5,988615,0,3,5,vida nocturna,cultura
9,31,Medellin,8,831133,0,3,7,vida nocturna,deporte
9,30,Medellin,7,668412,0,4,8,vida nocturna,cultura
10,32,Medellin,6,576693,0,4,5,musica,cultura
9,32,Medellin,10,2329635,0,3,7,musica,cultura
9,24,Medellin,5,1299321,1,2,7,musica,cultura
10,21,Medellin,10,2468290,0,3,5,vida nocturna,cultura
9,34,Medellin,5,1222490,1,2,7,musica,cultura
9,23,Medellin,6,1600695,0,3,7,musica,deporte
9,30,Medellin,4,1205579,1,3,7,vida nocturna,deporte
10,31,Medellin,8,1750986,0,3,5,vida nocturna,cultura
9,21,Medellin,9,1636919,0,3,7,vida nocturna,deporte
10,34,Medellin,6,1314339,0,3,5,musica,cultura
10,19,Medellin,10,2630075,1,3,5,vida nocturna,cultura
10,32,Medellin,6,1719578,0,3,5,musica,cultura
9,32,Medellin,10,1630663,0,3,8,vida nocturna,cultura
10,32,Medellin,8,1046283,0,3,5,musica,cultura
10,35,Medellin,3,563631,0,4,5,vida nocturna,cultura
9,24,Medellin,5,1658971,1,3,7,vida nocturna,deporte
10,27,Medellin,9,1818473,0,3,5,musica,deporte
9,30,Medellin,4,1363519,1,3,7,vida nocturna,deporte
9,34,Medellin,6,937570,0,3,8,vida nocturna,deporte
10,27,Medellin,5,1144287,1,3,5,musica,cultura
9,35,Medellin,10,2306435,0,3,8,musica,cultura
9,29,Medellin,8,1056147,0,3,7,vida nocturna,deporte
9,29,Medellin,6,1829785,0,3,8,vida nocturna,cultura
9,23,Medellin,9,1933149,0,3,8,musica,cultura
9,34,Medellin,5,1790389,1,3,8,musica,cultura
9,27,Medellin,7,1149256,0,3,8,musica,cultura
9,34,Medellin,3,1593680,1,3,8,vida nocturna,deporte
10,29,Medellin,3,1753474,1,3,5,vida nocturna,deporte
10,34,Medellin,6,528623,0,4,5,musica,cultura
9,21,Medellin,5,1358699,1,3,7,musica,cultura
10,22,Medellin,5,1780869,1,3,5,musica,deporte
10,35,Medellin,6,1678480,0,3,5,vida nocturna,deporte
10,23,Medellin,7,1600399,0,3,5,musica,cultura
10,23,Medellin,3,828009,0,3,5,musica,deporte
10,34,Medellin,9,696254,0,4,5,musica,cultura
10,25,Medellin,3,1650535,1,3,5,musica,cultura
10,18,Medellin,6,752822,0,3,5,vida nocturna,deporte
10,23,Medellin,3,1105989,1,3,5,vida nocturna,deporte
9,34,Medellin,3,1586668,1,3,8,vida nocturna,deporte
9,28,Medellin,5,665135,0,4,8,musica,cultura
9,30,Medellin,3,537189,0,4,7,musica,deporte
10,22,Medellin,10,1150950,0,3,5,vida nocturna,cultura
10,26,Medellin,4,1241547,1,3,5,vida nocturna,cultura
10,21,Medellin,3,1395117,1,3,5,musica,cultura
10,35,Medellin,3,781387,0,3,5,musica,deporte
10,18,Medellin,9,916563,0,3,5,vida nocturna,cultura
9,25,Medellin,5,848486,0,3,8,musica,cultura
9,28,Medellin,6,706855,0,3,7,vida nocturna,deporte
10,30,Medellin,9,1376007,0,3,5,vida nocturna,cultura
10,29,Medellin,10,2336387,0,3,5,vida nocturna,deporte
9,32,Medellin,4,1423059,1,2,8,musica,deporte
10,23,Medellin,4,1579740,1,3,5,musica,deporte
10,25,Medellin,3,812161,0,3,5,vida nocturna,cultura
9,31,Medellin,9,717256,0,3,7,musica,deporte
9,25,Medellin,6,780240,0,3,8,musica,deporte
9,29,Medellin,10,2029969,0,3,7,vida nocturna,deporte
9,29,Medellin,9,796888,0,3,8,vida nocturna,cultura
10,28,Medellin,3,1678115,1,3,5,musica,deporte
10,20,Medellin,7,1073142,0,3,5,vida nocturna,deporte
10,18,Medellin,9,804440,0,3,5,musica,deporte
9,22,Medellin,10,1778494,0,3,7,vida nocturna,cultura
10,20,Medellin,10,1764945,0,3,5,musica,cultura
9,30,Medellin,7,832550,0,3,7,vida nocturna,deporte
10,32,Medellin,9,1925352,0,3,5,musica,deporte
9,33,Medellin,8,690273,0,4,7,vida nocturna,cultura
10,22,Medellin,5,847155,0,3,5,musica,cultura
10,21,Medellin,10,1327099,0,3,5,musica,deporte
9,21,Medellin,6,1431508,0,3,8,vida nocturna,cultura
9,31,Medellin,5,1340760,1,3,7,vida nocturna,cultura
10,20,Medellin,3,1394606,1,3,5,vida nocturna,deporte
10,27,Medellin,10,1679268,0,3,5,vida nocturna,deporte
9,21,Medellin,10,1144664,0,3,7,musica,cultura
9,25,Medellin,6,1897745,0,3,8,vida nocturna,cultura
10,28,Medellin,7,836796,0,3,5,musica,deporte
9,31,Medellin,7,1169873,0,3,7,musica,deporte
9,31,Medellin,10,1272422,0,3,7,vida nocturna,cultura
9,29,Medellin,6,1866636,0,3,8,vida nocturna,cultura
10,19,Medellin,10,1185268,0,3,5,vida nocturna,deporte
10,27,Medellin,9,1117899,0,3,5,vida nocturna,deporte
10,22,Medellin,10,2568081,1,3,5,vida nocturna,deporte
10,33,Medellin,4,836464,0,3,5,musica,deporte
10,19,Medellin,3,690842,0,4,5,vida nocturna,cultura
10,33,Medellin,9,632637,0,4,5,vida nocturna,cultura
10,28,Medellin,9,716873,0,3,5,musica,deporte
10,24,Medellin,6,791976,0,3,5,vida nocturna,deporte
9,19,Medellin,4,570433,0,4,7,musica,cultura
9,32,Medellin,8,635321,0,4,7,musica,deporte
10,26,Medellin,5,1056621,1,3,5,vida nocturna,deporte
10,26,Medellin,10,1800429,0,3,5,vida nocturna,cultura
10,31,Medellin,6,596403,0,4,5,musica,cultura
9,22,Medellin,3,559546,0,4,7,vida nocturna,deporte
10,35,Medellin,9,1220496,0,3,5,musica,deporte
10,32,Medellin,3,939340,0,3,5,vida nocturna,deporte
10,26,Medellin,10,2662328,1,3,5,musica,deporte
10,18,Medellin,6,767917,0,3,5,vida nocturna,deporte
9,23,Medellin,4,1380691,1,3,8,vida nocturna,cultura
10,28,Medellin,3,536295,0,4,5,vida nocturna,cultura
9,18,Medellin,4,750634,0,3,7,musica,deporte
9,29,Medellin,8,917528,0,3,8,musica,deporte
9,32,Medellin,6,1036992,0,3,8,vida nocturna,cultura
10,29,Medellin,8,1267237,0,3,5,vida nocturna,deporte
9,25,Medellin,7,1828928,0,3,7,musica,cultura
9,32,Medellin,8,1814976,0,3,7,musica,cultura
10,23,Medellin,8,1831435,0,3,5,musica,cultura
9,23,Medellin,5,1538783,1,3,7,musica,deporte
10,23,Medellin,6,1320917,0,3,5,musica,deporte
10,27,Medellin,7,1828911,0,3,5,musica,cultura
9,21,Medellin,6,852479,0,3,8,vida nocturna,cultura
10,35,Medellin,8,1852253,0,3,5,musica,cultura
9,22,Medellin,9,1268286,0,3,8,musica,cultura
10,25,Medellin,7,1051666,0,3,5,musica,cultura
9,33,Medellin,4,632913,0,4,8,musica,cultura
9,19,Medellin,9,879549,0,3,7,musica,deporte
