Genero,Edad,Destino,Tiempo hospedaje,Presupuesto,Hospedaje,Transporte,Alimentacion,Interes,Interes 2
9,37,Medellin,5,2962607,1,2,8,musica,cultura
10,34,Medellin,3,900329,0,3,5,vida nocturna,cultura
9,28,Medellin,8,2123810,0,3,8,vida nocturna,deporte
10,36,Medellin,6,2267889,1,2,5,vida nocturna,cultura
10,22,Medellin,5,2547890,1,2,5,musica,deporte
9,23,Medellin,6,2831807,1,2,7,musica,cultura
9,32,Medellin,3,1573134,1,2,8,vida nocturna,deporte
10,23,Medellin,6,2061732,0,3,5,vida nocturna,cultura
9,34,Medellin,10,2481720,0,3,7,vida nocturna,cultura
9,32,Medellin,8,2039558,0,3,7,musica,cultura
9,40,Medellin,7,2978695,1,2,7,musica,cultura
9,31,Medellin,6,2384017,0,3,8,vida nocturna,deporte
9,45,Medellin,3,857335,0,3,8,vida nocturna,deporte
10,38,Medellin,3,1209161,1,3,5,musica,deporte
9,22,Medellin,8,2732967,1,3,7,vida nocturna,deporte
9,19,Medellin,4,1461956,1,2,8,vida nocturna,deporte
10,40,Medellin,9,1437979,1,3,5,musica,deporte
10,25,Medellin,4,1402675,1,3,5,vida nocturna,deporte
9,28,Medellin,3,515250,0,4,8,vida nocturna,deporte
10,37,Medellin,8,1229521,1,3,5,vida nocturna,deporte
10,34,Medellin,10,2330823,0,3,5,musica,deporte
10,25,Medellin,6,1637339,0,3,5,vida nocturna,cultura
9,35,Medellin,4,1653297,1,3,8,musica,deporte
10,27,Medellin,10,2681663,1,3,5,musica,deporte
10,43,Medellin,9,1283836,1,2,5,vida nocturna,cultura
10,42,Medellin,9,2492310,1,3,5,vida nocturna,cultura
9,40,Medellin,4,1836873,1,2,7,vida nocturna,cultura
9,32,Medellin,10,2329571,0,3,8,vida nocturna,deporte
10,31,Medellin,7,2024581,0,3,5,musica,cultura
10,45,Medellin,10,1787163,1,2,5,musica,deporte
9,20,Medellin,6,1415089,0,3,8,vida nocturna,cultura
10,24,Medellin,4,1072552,1,3,5,vida nocturna,deporte
10,40,Medellin,7,1132390,1,3,5,musica,cultura
10,37,Medellin,9,2736364,1,3,5,musica,deporte
10,20,Medellin,10,2528862,1,2,5,musica,cultura
9,20,Medellin,4,880437,0,3,8,musica,deporte
10,34,Medellin,10,2448915,0,3,5,musica,cultura
10,28,Medellin,5,2763329,1,2,5,vida nocturna,cultura
9,45,Medellin,8,2630963,1,2,7,vida nocturna,cultura
9,23,Medellin,7,1183816,0,3,8,vida nocturna,deporte
10,41,Medellin,6,2478984,1,3,5,vida nocturna,cultura
10,37,Medellin,8,2358837,1,2,5,vida nocturna,deporte
9,37,Medellin,7,1231347,1,2,7,musica,cultura
10,34,Medellin,4,1896536,1,3,5,vida nocturna,cultura
9,38,Medellin,9,2240055,1,3,7,vida nocturna,deporte
10,26,Medellin,5,1977678,1,2,5,musica,cultura
9,44,Medellin,9,1873784,1,3,7,musica,deporte
9,30,Medellin,9,2818883,1,3,7,vida nocturna,cultura
10,44,Medellin,7,2312172,1,2,5,musica,cultura
9,44,Medellin,7,2530156,1,2,7,vida nocturna,deporte
10,43,Medellin,5,2720879,1,2,5,vida nocturna,deporte
10,38,Medellin,8,1262824,1,2,5,musica,deporte
10,26,Medellin,9,1330422,0,3,5,musica,deporte
10,36,Medellin,7,1437909,1,3,5,vida nocturna,deporte
9,27,Medellin,5,1856118,1,3,7,vida nocturna,cultura
10,20,Medellin,10,2277773,0,3,5,musica,cultura
10,36,Medellin,8,2766136,1,2,5,vida nocturna,deporte
10,19,Medellin,6,2516257,1,2,5,musica,deporte
9,40,Medellin,7,1874361,1,2,8,musica,cultura
9,34,Medellin,4,1464246,1,3,7,musica,deporte
9,40,Medellin,9,1536104,1,3,8,vida nocturna,deporte
10,44,Medellin,4,1521152,1,3,5,vida nocturna,deporte
9,35,Medellin,7,1759235,0,3,8,musica,deporte
9,43,Medellin,9,2137197,1,3,7,musica,deporte
10,18,Medellin,7,2898846,1,2,5,vida nocturna,cultura
9,23,Medellin,7,1402057,0,3,8,musica,deporte
10,33,Medellin,8,1614697,0,3,5,musica,deporte
9,40,Medellin,9,1296878,1,3,7,musica,cultura
10,22,Medellin,3,1465135,1,3,5,vida nocturna,deporte
10,20,Medellin,7,2534004,1,3,5,musica,cultura
10,40,Medellin,7,2671000,1,2,5,vida nocturna,deporte
10,45,Medellin,7,2099047,1,2,5,vida nocturna,deporte
10,38,Medellin,10,1997311,1,2,5,vida nocturna,cultura
9,29,Medellin,5,1086280,1,3,8,vida nocturna,deporte
9,34,Medellin,8,2210205,0,3,8,musica,cultura
9,31,Medellin,6,2519275,1,2,7,musica,deporte
10,31,Medellin,10,1556328,0,3,5,musica,deporte
9,42,Medellin,8,2852822,1,3,7,musica,deporte
10,34,Medellin,6,1555776,0,3,5,vida nocturna,cultura
10,19,Medellin,7,2516119,1,3,5,vida nocturna,cultura
10,21,Medellin,9,1459484,0,3,5,vida nocturna,deporte
10,23,Medellin,8,2690636,1,3,5,musica,deporte
9,34,Medellin,5,1984775,1,2,8,musica,cultura
9,34,Medellin,6,2766348,1,3,7,musica,deporte
10,40,Medellin,7,1568890,1,2,5,vida nocturna,cultura
10,31,Medellin,3,1494396,1,3,5,vida nocturna,deporte
10,30,Medellin,3,1099999,1,3,5,musica,cultura
9,39,Medellin,3,1462707,1,3,8,musica,cultura
9,45,Medellin,4,1338668,1,3,8,vida nocturna,deporte
9,32,Medellin,6,2433601,0,3,8,vida nocturna,cultura
9,38,Medellin,10,1441301,1,2,7,musica,deporte
10,29,Medellin,5,1536483,1,3,5,vida nocturna,cultura
10,29,Medellin,10,1310500,0,3,5,musica,deporte
9,26,Medellin,10,2033962,0,3,8,vida nocturna,deporte
9,28,Medellin,6,1047058,0,3,7,vida nocturna,deporte
9,34,Medellin,3,890020,0,3,7,vida nocturna,deporte
9,29,Medellin,10,1739540,0,3,7,musica,deporte
10,21,Medellin,4,1011376,1,3,5,musica,cultura
10,38,Medellin,8,2290749,1,3,5,musica,deporte
9,26,Medellin,9,2113800,0,3,8,vida nocturna,cultura
9,21,Medellin,10,2819791,1,2,8,musica,deporte
9,42,Medellin,3,1443875,1,2,8,vida nocturna,cultura
9,43,Medellin,6,2049655,1,3,7,musica,deporte
9,27,Medellin,5,1075653,1,2,8,vida nocturna,cultura
9,22,Medellin,7,2034156,0,3,7,vida nocturna,deporte
9,24,Medellin,4,621258,0,4,7,musica,deporte
9,39,Medellin,9,2603347,1,3,8,vida nocturna,cultura
9,19,Medellin,9,2431503,0,3,8,musica,deporte
10,27,Medellin,8,2572163,1,2,5,vida nocturna,deporte
10,18,Medellin,5,1776633,1,2,5,musica,deporte
10,43,Medellin,7,1405089,1,3,5,vida nocturna,cultura
10,26,Medellin,8,1361395,0,3,5,vida nocturna,deporte
10,20,Medellin,10,2875242,1,3,5,vida nocturna,deporte
9,30,Medellin,4,1161012,1,2,8,musica,deporte
10,28,Medellin,8,2802334,1,3,5,vida nocturna,deporte
9,26,Medellin,10,2480643,0,3,7,vida nocturna,cultura
10,40,Medellin,4,1078792,1,2,5,vida nocturna,deporte
9,41,Medellin,3,794486,0,3,7,musica,deporte
10,40,Medellin,7,1275295,1,3,5,musica,cultura
10,20,Medellin,6,2015822,0,3,5,musica,cultura
10,32,Medellin,7,1089681,0,3,5,musica,deporte
10,45,Medellin,9,1864693,1,3,5,vida nocturna,deporte
9,41,Medellin,3,1890332,1,3,8,musica,cultura
9,19,Medellin,4,615555,0,4,8,musica,deporte
9,19,Medellin,8,1829986,0,3,7,musica,deporte
10,42,Medellin,9,1793219,1,3,5,vida nocturna,deporte
9,32,Medellin,10,1935562,0,3,7,vida nocturna,cultura
9,19,Medellin,7,1536251,0,3,8,musica,cultura
10,24,Medellin,6,1924992,0,3,5,vida nocturna,cultura
10,31,Medellin,5,1336326,1,3,5,vida nocturna,deporte
10,30,Medellin,9,2129219,0,3,5,musica,deporte
10,34,Medellin,5,2568926,1,2,5,musica,cultura
10,20,Medellin,10,2917122,1,2,5,vida nocturna,cultura
10,19,Medellin,8,1418021,0,3,5,vida nocturna,cultura
9,38,Medellin,7,1569097,1,3,7,musica,deporte
10,33,Medellin,5,2168044,1,3,5,vida nocturna,deporte
9,45,Medellin,8,2905221,1,2,7,vida nocturna,deporte
9,44,Medellin,6,2988454,1,2,7,musica,cultura
9,20,Medellin,7,2695248,1,2,8,musica,deporte
10,39,Medellin,3,979555,0,3,5,vida nocturna,deporte
10,36,Medellin,3,894790,0,3,5,vida nocturna,cultura
9,23,Medellin,9,1105442,0,3,8,musica,cultura
10,41,Medellin,3,1858877,1,3,5,vida nocturna,cultura
9,24,Medellin,8,1599039,0,3,8,vida nocturna,deporte
9,42,Medellin,6,1519518,1,3,8,vida nocturna,cultura
10,31,Medellin,6,2939664,1,3,5,vida nocturna,deporte
10,37,Medellin,3,1091264,1,2,5,musica,deporte
9,21,Medellin,6,2440784,0,3,7,vida nocturna,cultura
10,29,Medellin,7,2433803,0,3,5,vida nocturna,cultura
10,41,Medellin,10,2897810,1,2,5,musica,cultura
9,35,Medellin,4,820393,0,3,7,vida nocturna,deporte
10,18,Medellin,3,1477839,1,3,5,vida nocturna,deporte
9,22,Medellin,5,2091282,1,3,7,musica,cultura
9,31,Medellin,4,1778007,1,2,8,musica,deporte
10,21,Medellin,7,2267614,0,3,5,musica,deporte
9,23,Medellin,3,833898,0,3,8,musica,deporte
9,21,Medellin,10,2687153,1,3,8,musica,cultura
10,39,Medellin,3,1207635,1,2,5,musica,deporte
10,32,Medellin,9,1823705,0,3,5,vida nocturna,cultura
10,33,Medellin,7,1578100,0,3,5,vida nocturna,cultura
9,39,Medellin,4,1438539,1,3,8,musica,deporte
9,25,Medellin,7,1743323,0,3,7,vida nocturna,cultura
10,44,Medellin,6,2171141,1,3,5,vida nocturna,deporte
10,32,Medellin,6,1406983,0,3,5,vida nocturna,deporte
10,38,Medellin,8,2479753,1,3,5,musica,deporte
10,39,Medellin,10,1845553,1,2,5,vida nocturna,deporte
9,42,Medellin,9,1747474,1,3,7,vida nocturna,deporte
9,18,Medellin,9,2893162,1,3,7,vida nocturna,cultura
9,43,Medellin,5,1245676,1,2,8,musica,deporte
9,21,Medellin,7,1591182,0,3,7,musica,deporte
9,27,Medellin,3,733587,0,3,7,musica,deporte
9,24,Medellin,8,2815614,1,3,8,musica,deporte
10,42,Medellin,4,527313,0,4,5,vida nocturna,deporte
9,45,Medellin,8,1507232,1,3,8,vida nocturna,cultura
9,40,Medellin,8,2040928,1,3,8,vida nocturna,deporte
10,37,Medellin,3,1636726,1,2,5,vida nocturna,cultura
9,41,Medellin,6,1476463,1,3,7,musica,deporte
10,35,Medellin,4,1230626,1,3,5,musica,cultura
9,42,Medellin,3,717822,0,3,8,vida nocturna,cultura
10,30,Medellin,3,1370080,1,3,5,musica,cultura
10,29,Medellin,4,1337140,1,3,5,musica,cultura
10,19,Medellin,3,843658,0,3,5,musica,deporte
10,18,Medellin,4,1710536,1,3,5,vida nocturna,cultura
10,18,Medellin,4,1726955,1,3,5,musica,deporte
9,37,Medellin,9,2431988,1,3,8,vida nocturna,cultura
9,28,Medellin,5,2775474,1,2,8,vida nocturna,cultura
10,44,Medellin,9,1399882,1,2,5,musica,cultura
10,42,Medellin,9,1244519,1,3,5,vida nocturna,deporte
10,25,Medellin,10,2447481,0,3,5,vida nocturna,cultura
9,22,Medellin,3,780171,0,3,7,vida nocturna,deporte
9,30,Medellin,5,1637851,1,3,7,musica,deporte
9,21,Medellin,6,1608647,0,3,8,vida nocturna,cultura
10,25,Medellin,4,1743629,1,3,5,vida nocturna,cultura
9,44,Medellin,6,2315102,1,3,7,musica,deporte
9,44,Medellin,8,2348790,1,2,7,vida nocturna,cultura
9,24,Medellin,10,2315258,0,3,8,vida nocturna,deporte
9,45,Medellin,10,1781483,1,2,7,musica,deporte
10,39,Medellin,10,1423183,1,3,5,vida nocturna,deporte
10,27,Medellin,9,2990811,1,3,5,musica,deporte
10,34,Medellin,5,1941710,1,2,5,musica,deporte
9,43,Medellin,9,1830093,1,3,8,musica,deporte
9,40,Medellin,6,1257832,1,3,7,vida nocturna,cultura
10,18,Medellin,6,1640183,0,3,5,vida nocturna,cultura
10,41,Medellin,3,1926263,1,3,5,vida nocturna,deporte
10,39,Medellin,9,1724121,1,3,5,musica,cultura
9,29,Medellin,8,1153844,0,3,7,musica,cultura
9,42,Medellin,3,534645,0,4,7,vida nocturna,cultura
9,30,Medellin,4,689924,0,4,7,vida nocturna,deporte
10,27,Medellin,3,1543546,1,3,5,vida nocturna,deporte
9,24,Medellin,5,2182737,1,3,7,musica,deporte
10,32,Medellin,9,1961423,0,3,5,vida nocturna,cultura
9,29,Medellin,6,1021961,0,3,8,vida nocturna,cultura
10,29,Medellin,9,2495944,0,3,5,musica,deporte
10,29,Medellin,9,1110987,0,3,5,musica,cultura
10,26,Medellin,4,1527395,1,3,5,musica,cultura
9,27,Medellin,4,1977374,1,3,7,vida nocturna,deporte
10,24,Medellin,9,1249076,0,3,5,vida nocturna,cultura
10,37,Medellin,7,1906665,1,3,5,vida nocturna,cultura
9,36,Medellin,7,1355014,1,3,8,musica,deporte
10,23,Medellin,8,1529325,0,3,5,vida nocturna,cultura
9,39,Medellin,6,1376683,1,3,8,musica,cultura
10,31,Medellin,7,2057757,0,3,5,musica,deporte
10,22,Medellin,9,2286460,0,3,5,musica,deporte
9,26,Medellin,4,900467,0,3,8,vida nocturna,cultura
9,43,Medellin,5,1716798,1,3,7,musica,deporte
10,20,Medellin,4,1833018,1,3,5,vida nocturna,deporte
9,27,Medellin,9,1501629,0,3,7,vida nocturna,cultura
9,20,Medellin,8,2310819,0,3,7,musica,deporte
10,31,Medellin,7,2533888,1,2,5,musica,deporte
10,43,Medellin,9,2102152,1,2,5,musica,deporte
9,22,Medellin,10,1962588,0,3,8,musica,cultura
10,25,Medellin,5,1604403,1,3,5,musica,cultura
9,19,Medellin,7,1135082,0,3,7,musica,deporte
10,22,Medellin,10,2749475,1,3,5,musica,cultura
9,36,Medellin,6,2810983,1,2,8,musica,cultura
10,40,Medellin,3,1841431,1,2,5,musica,cultura
10,43,Medellin,8,2791152,1,3,5,vida nocturna,cultura
9,25,Medellin,10,1581836,0,3,8,musica,cultura
9,40,Medellin,10,1877595,1,3,8,musica,deporte
10,44,Medellin,4,1036747,1,3,5,musica,cultura
10,23,Medellin,3,1815970,1,3,5,vida nocturna,deporte
9,27,Medellin,3,1702384,1,3,7,musica,cultura
9,32,Medellin,8,1513048,0,3,8,vida nocturna,cultura
9,36,Medellin,5,1105245,1,3,8,vida nocturna,cultura
9,45,Medellin,8,2783849,1,3,8,musica,deporte
9,22,Medellin,5,1808355,1,2,8,musica,deporte
10,38,Medellin,8,2131021,1,3,5,musica,cultura
10,27,Medellin,3,853250,0,3,5,musica,cultura
10,37,Medellin,6,1868186,1,3,5,vida nocturna,deporte
10,34,Medellin,9,1888226,0,3,5,musica,cultura
10,20,Medellin,3,1408107,1,3,5,musica,cultura
9,38,Medellin,10,2864472,1,3,7,vida nocturna,deporte
10,26,Medellin,5,1617305,1,2,5,vida nocturna,cultura
9,19,Medellin,6,1423651,0,3,7,musica,cultura
9,25,Medellin,5,2552275,1,3,8,vida nocturna,cultura
10,44,Medellin,4,1658259,1,2,5,vida nocturna,deporte
10,18,Medellin,10,1581708,0,3,5,musica,cultura
10,24,Medellin,4,1956347,1,3,5,musica,deporte
10,40,Medellin,3,1245504,1,3,5,musica,cultura
10,34,Medellin,7,1253897,0,3,5,vida nocturna,cultura
9,40,Medellin,8,1994068,1,3,8,vida nocturna,cultura
10,27,Medellin,5,1866159,1,3,5,vida nocturna,deporte
10,25,Medellin,9,1475907,0,3,5,musica,deporte
9,35,Medellin,3,565168,0,4,8,vida nocturna,cultura
9,23,Medellin,10,1830789,0,3,7,musica,deporte
9,39,Medellin,6,1578210,1,3,7,vida nocturna,cultura
10,21,Medellin,6,2947802,1,3,5,musica,deporte
10,25,Medellin,4,650509,0,4,5,musica,deporte
9,39,Medellin,7,2212063,1,3,7,musica,deporte
10,41,Medellin,5,2316134,1,2,5,musica,cultura
10,31,Medellin,5,1337654,1,2,5,vida nocturna,deporte
10,39,Medellin,5,1989942,1,3,5,vida nocturna,deporte
9,35,Medellin,6,1543773,0,3,7,vida nocturna,deporte
9,24,Medellin,7,1654562,0,3,7,musica,cultura
9,45,Medellin,9,1766532,1,3,8,musica,cultura
10,35,Medellin,9,1261478,0,3,5,musica,cultura
9,29,Medellin,10,2643409,1,3,8,musica,deporte
9,45,Medellin,4,853455,0,3,8,musica,cultura
9,29,Medellin,3,1672380,1,3,8,musica,deporte
9,37,Medellin,3,1439724,1,3,7,musica,deporte
10,42,Medellin,7,1064356,1,3,5,musica,deporte
9,21,Medellin,4,1717257,1,3,8,musica,deporte
9,21,Medellin,6,2275729,0,3,7,vida nocturna,cultura
10,40,Medellin,10,1210635,1,2,5,musica,deporte
10,41,Medellin,9,1080116,1,3,5,vida nocturna,cultura
10,25,Medellin,5,1181412,1,3,5,musica,cultura
9,43,Medellin,4,1184375,1,3,8,vida nocturna,cultura
9,34,Medellin,7,2670706,1,3,8,vida nocturna,deporte
9,42,Medellin,4,1079985,1,2,7,vida nocturna,cultura
9,30,Medellin,6,1030749,0,3,7,musica,cultura
9,29,Medellin,8,2177106,0,3,8,musica,deporte
10,43,Medellin,7,1247870,1,2,5,vida nocturna,deporte
10,29,Medellin,10,2927460,1,3,5,musica,deporte
10,19,Medellin,5,1779402,1,2,5,musica,cultura
10,35,Medellin,10,1379821,0,3,5,vida nocturna,deporte
10,22,Medellin,4,1169624,1,3,5,musica,cultura
9,43,Medellin,8,2478326,1,3,7,musica,cultura
10,23,Medellin,8,2176803,0,3,5,musica,cultura
10,37,Medellin,10,1211185,1,2,5,vida nocturna,deporte
9,39,Medellin,9,2841326,1,3,7,musica,cultura
9,32,Medellin,9,2807019,1,2,7,musica,cultura
9,24,Medellin,6,1780795,0,3,7,vida nocturna,deporte
9,29,Medellin,5,1749973,1,3,7,vida nocturna,cultura
10,40,Medellin,9,1878759,1,3,5,vida nocturna,deporte
10,34,Medellin,4,756371,0,3,5,musica,cultura
9,41,Medellin,8,2787123,1,3,7,vida nocturna,cultura
10,44,Medellin,5,2444366,1,2,5,musica,deporte
9,27,Medellin,7,1085339,0,3,8,musica,deporte
10,42,Medellin,5,1651954,1,3,5,musica,cultura
9,42,Medellin,6,2659044,1,3,7,vida nocturna,deporte
9,45,Medellin,9,2431133,1,2,8,musica,cultura
10,31,Medellin,10,2597725,1,2,5,vida nocturna,deporte
9,18,Medellin,5,1379238,1,2,8,musica,cultura
10,44,Medellin,6,2451092,1,3,5,vida nocturna,cultura
10,42,Medellin,3,1985867,1,2,5,vida nocturna,cultura
10,25,Medellin,9,1152513,0,3,5,vida nocturna,deporte
10,21,Medellin,10,1824269,0,3,5,vida nocturna,cultura
9,45,Medellin,7,2867839,1,3,7,vida nocturna,cultura
9,30,Medellin,4,995793,0,3,7,vida nocturna,cultura
9,41,Medellin,7,2559306,1,3,8,musica,cultura
9,43,Medellin,8,1699876,1,2,7,musica,deporte
9,30,Medellin,9,2584013,1,3,8,musica,deporte
9,37,Medellin,3,532884,0,4,7,vida nocturna,deporte
9,35,Medellin,8,2335860,0,3,8,musica,cultura
9,23,Medellin,7,1454881,0,3,8,vida nocturna,cultura
10,40,Medellin,7,1591672,1,3,5,musica,cultura
9,38,Medellin,8,2672867,1,3,7,vida nocturna,cultura
10,35,Medellin,8,1408646,0,3,5,vida nocturna,deporte
10,21,Medellin,10,2712560,1,3,5,musica,cultura
10,22,Medellin,4,534003,0,4,5,musica,deporte
9,31,Medellin,9,1257423,0,3,7,vida nocturna,deporte
10,19,Medellin,3,1289705,1,3,5,vida nocturna,deporte
10,24,Medellin,5,2710792,1,3,5,musica,deporte
10,22,Medellin,7,1160617,0,3,5,musica,cultura
9,19,Medellin,10,2079593,0,3,8,musica,cultura
9,39,Medellin,5,2289070,1,2,7,vida nocturna,deporte
10,24,Medellin,10,1159028,0,3,5,vida nocturna,deporte
9,36,Medellin,9,1967405,1,3,8,musica,deporte
9,23,Medellin,9,1327829,0,3,7,vida nocturna,deporte
9,38,Medellin,10,1616750,1,3,7,vida nocturna,cultura
10,43,Medellin,4,1185375,1,3,5,vida nocturna,deporte
10,31,Medellin,4,1803005,1,3,5,vida nocturna,deporte
9,44,Medellin,9,2540764,1,3,8,musica,deporte
9,20,Medellin,3,1205610,1,2,7,vida nocturna,deporte
10,20,Medellin,3,1361560,1,3,5,musica,deporte
10,44,Medellin,7,1457496,1,3,5,musica,deporte
9,41,Medellin,8,2528887,1,3,7,musica,cultura
9,23,Medellin,6,2429523,0,3,8,musica,cultura
9,40,Medellin,4,665059,0,4,8,musica,cultura
9,22,Medellin,10,1705783,0,3,7,vida nocturna,cultura
10,28,Medellin,5,1980814,1,3,5,vida nocturna,deporte
9,44,Medellin,7,1223817,1,3,8,musica,deporte
10,32,Medellin,9,2232380,0,3,5,musica,cultura
9,31,Medellin,5,1180045,1,2,7,musica,deporte
9,43,Medellin,4,1277409,1,3,8,vida nocturna,cultura
9,25,Medellin,5,2842829,1,3,7,vida nocturna,cultura
9,42,Medellin,9,2105788,1,2,7,vida nocturna,deporte
10,36,Medellin,10,2538115,1,2,5,musica,deporte
10,29,Medellin,8,2726322,1,2,5,vida nocturna,cultura
10,24,Medellin,4,1510697,1,2,5,vida nocturna,cultura
9,42,Medellin,4,520187,0,4,8,vida nocturna,deporte
9,25,Medellin,4,588798,0,4,8,musica,cultura
10,30,Medellin,5,2786674,1,3,5,musica,cultura
9,41,Medellin,8,1505045,1,2,8,vida nocturna,cultura
10,18,Medellin,7,1515558,0,3,5,vida nocturna,deporte
9,24,Medellin,5,2762271,1,3,7,musica,cultura
9,24,Medellin,8,1798882,0,3,8,vida nocturna,cultura
10,20,Medellin,10,1939025,0,3,5,vida nocturna,cultura
10,41,Medellin,8,1839509,1,3,5,musica,deporte
9,26,Medellin,9,1958429,0,3,7,vida nocturna,cultura
10,24,Medellin,8,2853112,1,3,5,musica,cultura
9,43,Medellin,3,1762531,1,2,8,musica,deporte
10,22,Medellin,4,1003561,1,3,5,musica,deporte
10,25,Medellin,8,2611361,1,3,5,vida nocturna,deporte
9,34,Medellin,10,1016660,0,3,7,vida nocturna,cultura
10,29,Medellin,4,1907519,1,3,5,musica,cultura
9,37,Medellin,5,1571232,1,3,7,musica,deporte
10,27,Medellin,5,2334476,1,3,5,musica,deporte
10,40,Medellin,3,1161512,1,2,5,vida nocturna,deporte
10,18,Medellin,3,1219258,1,3,5,vida nocturna,deporte
9,30,Medellin,9,1183497,0,3,8,musica,deporte
10,28,Medellin,8,1367013,0,3,5,vida nocturna,cultura
10,40,Medellin,4,562177,0,4,5,vida nocturna,cultura
9,42,Medellin,4,1557114,1,3,8,musica,cultura
10,39,Medellin,3,1868177,1,3,5,vida nocturna,cultura
10,39,Medellin,3,1826694,1,3,5,vida nocturna,cultura
10,40,Medellin,7,2370808,1,3,5,musica,deporte
10,24,Medellin,8,2088260,0,3,5,vida nocturna,cultura
9,35,Medellin,10,1758116,0,3,8,vida nocturna,cultura
10,21,Medellin,8,2923552,1,3,5,musica,cultura
9,42,Medellin,5,1622397,1,2,7,vida nocturna,cultura
9,26,Medellin,5,2659073,1,3,8,musica,deporte
10,43,Medellin,6,1524078,1,2,5,musica,cultura
9,33,Medellin,5,2608851,1,3,8,musica,deporte
9,28,Medellin,4,1165178,1,2,8,vida nocturna,cultura
9,31,Medellin,5,1903959,1,3,8,vida nocturna,cultura
9,26,Medellin,3,1154302,1,3,8,vida nocturna,deporte
10,27,Medellin,6,1057213,0,3,5,vida nocturna,deporte
10,18,Medellin,9,2516710,1,3,5,vida nocturna,deporte
9,21,Medellin,3,1956784,1,2,7,vida nocturna,deporte
10,26,Medellin,4,1486557,1,3,5,musica,deporte
10,38,Medellin,3,1936267,1,3,5,musica,deporte
10,22,Medellin,6,2435170,0,3,5,musica,deporte
10,31,Medellin,3,1933244,1,2,5,vida nocturna,deporte
10,22,Medellin,8,1785733,0,3,5,musica,deporte
10,27,Medellin,7,2884937,1,3,5,vida nocturna,cultura
9,21,Medellin,6,2357708,0,3,7,vida nocturna,deporte
9,30,Medellin,10,2706107,1,2,8,musica,deporte
9,24,Medellin,7,1837556,0,3,7,musica,cultura
9,42,Medellin,4,946568,0,3,8,vida nocturna,deporte
9,32,Medellin,10,1844163,0,3,7,musica,cultura
10,30,Medellin,4,1734207,1,3,5,vida nocturna,cultura
10,41,Medellin,5,1553245,1,3,5,vida nocturna,deporte
10,42,Medellin,4,734957,0,3,5,musica,deporte
9,32,Medellin,3,633736,0,4,8,vida nocturna,cultura
9,25,Medellin,5,1904975,1,3,7,musica,cultura
9,29,Medellin,6,2771874,1,3,8,vida nocturna,cultura
9,18,Medellin,9,2817728,1,2,7,vida nocturna,deporte
9,39,Medellin,9,2457319,1,2,7,vida nocturna,cultura
9,37,Medellin,10,2600746,1,2,7,vida nocturna,cultura
9,32,Medellin,9,1523669,0,3,7,musica,cultura
10,31,Medellin,7,1075585,0,3,5,vida nocturna,cultura
10,38,Medellin,4,534199,0,4,5,vida nocturna,deporte
10,40,Medellin,7,2342341,1,3,5,vida nocturna,deporte
9,21,Medellin,4,738803,0,3,8,vida nocturna,deporte
10,28,Medellin,7,1494349,0,3,5,musica,cultura
10,18,Medellin,10,2799992,1,3,5,vida nocturna,deporte
9,23,Medellin,7,2991331,1,2,7,vida nocturna,cultura
10,45,Medellin,5,1349471,1,2,5,vida nocturna,cultura
10,28,Medellin,7,2710020,1,3,5,vida nocturna,deporte
9,41,Medellin,4,795560,0,3,8,vida nocturna,cultura
9,26,Medellin,8,2213863,0,3,8,vida nocturna,deporte
9,25,Medellin,8,1062017,0,3,8,vida nocturna,cultura
10,23,Medellin,5,2192774,1,3,5,musica,deporte
9,23,Medellin,8,2034950,0,3,8,musica,deporte
9,20,Medellin,6,2605734,1,2,8,vida nocturna,deporte
9,32,Medellin,7,2874630,1,2,7,musica,cultura
10,18,Medellin,5,1486706,1,2,5,vida nocturna,cultura
10,22,Medellin,4,1571119,1,3,5,musica,deporte
9,43,Medellin,4,1785283,1,3,7,vida nocturna,deporte
10,40,Medellin,5,1061638,1,3,5,musica,cultura
9,44,Medellin,7,2391894,1,3,7,vida nocturna,cultura
10,45,Medellin,9,1111362,1,2,5,musica,cultura
9,27,Medellin,10,2999625,1,3,8,vida nocturna,cultura
9,22,Medellin,4,833670,0,3,8,musica,cultura
9,37,Medellin,7,2412071,1,3,8,vida nocturna,deporte
10,44,Medellin,8,2260936,1,2,5,vida nocturna,deporte
10,29,Medellin,3,1720233,1,2,5,vida nocturna,cultura
10,33,Medellin,9,2992901,1,3,5,vida nocturna,deporte
9,42,Medellin,3,1766150,1,2,7,vida nocturna,cultura
9,18,Medellin,8,2216692,0,3,7,vida nocturna,deporte
10,20,Medellin,5,2234910,1,2,5,vida nocturna,cultura
9,39,Medellin,6,1100239,1,2,7,vida nocturna,cultura
10,43,Medellin,10,1916591,1,3,5,vida nocturna,deporte
10,19,Medellin,4,970332,0,3,5,musica,cultura
9,22,Medellin,7,2642604,1,3,7,vida nocturna,deporte
9,33,Medellin,4,1678437,1,2,8,vida nocturna,cultura
9,32,Medellin,8,1020452,0,3,7,vida nocturna,cultura
10,23,Medellin,3,1990743,1,3,5,vida nocturna,cultura
9,41,Medellin,7,1988359,1,3,7,vida nocturna,cultura
10,39,Medellin,6,2275081,1,3,5,vida nocturna,cultura
9,20,Medellin,9,2044541,0,3,8,vida nocturna,cultura
9,29,Medellin,3,1171144,1,2,8,vida nocturna,deporte
10,45,Medellin,8,2768894,1,3,5,vida nocturna,deporte
