Destino,TIempo hospedaje,Presupuesto,Hospedaje,Transporte,Alimentacion,Interes,Interes 2
Medellin,3,711227,hostal,pie,fast food,musica,cultura
Medellin,6,1456982,hotel,bus,fast food,vida nocturna,cultura
Medellin,9,1898185,hotel,bus,fast food,vida nocturna,cultura
Medellin,19,1511982,hotel,taxi,saludable,musica,cultura
Medellin,4,659341,hostal,pie,fast food,musica,cultura
Medellin,18,1826659,hotel,bus,fast food,musica,cultura
Medellin,19,1741971,hotel,bus,saludable,vida nocturna,cultura
Medellin,16,1632013,hotel,bus,saludable,musica,deporte
Medellin,20,1190703,hotel,bus,saludable,musica,deporte
Medellin,20,1680125,hotel,bus,fast food,musica,cultura
Medellin,17,1581290,hotel,taxi,saludable,musica,cultura
Medellin,20,1390126,hotel,bus,fast food,musica,deporte
Medellin,20,1299091,hotel,taxi,saludable,musica,deporte
Medellin,20,1961321,hotel,bus,saludable,musica,cultura
Medellin,3,520047,hostal,bus,fast food,musica,deporte
Medellin,16,1226052,hotel,taxi,saludable,vida nocturna,cultura
Medellin,16,1579278,hotel,bus,fast food,vida nocturna,cultura
Medellin,14,1559330,hotel,bus,saludable,vida nocturna,cultura
Medellin,17,1867448,hotel,taxi,fast food,vida nocturna,cultura
Medellin,3,1317066,hotel,bus,saludable,musica,cultura
Medellin,20,1159287,hotel,bus,saludable,musica,deporte
Medellin,6,1571854,hotel,taxi,fast food,vida nocturna,cultura
Medellin,19,1027465,hotel,bus,saludable,vida nocturna,deporte
Medellin,6,1542297,hotel,taxi,saludable,musica,cultura
Medellin,7,1456151,hotel,taxi,saludable,vida nocturna,cultura
Medellin,13,1475258,hotel,bus,fast food,vida nocturna,deporte
Medellin,13,1651490,hotel,bus,fast food,vida nocturna,deporte
Medellin,10,1358332,hotel,bus,saludable,vida nocturna,cultura
Medellin,12,1587409,hotel,bus,fast food,musica,deporte
Medellin,8,1712609,hotel,bus,saludable,vida nocturna,cultura
Medellin,14,1728837,hotel,bus,fast food,vida nocturna,deporte
Medellin,11,1890670,hotel,taxi,saludable,musica,deporte
Medellin,14,1856771,hotel,bus,saludable,musica,deporte
Medellin,7,594500,hostal,bus,fast food,vida nocturna,deporte
Medellin,11,1976429,hotel,taxi,fast food,musica,cultura
Medellin,9,1447711,hotel,taxi,fast food,vida nocturna,deporte
Medellin,8,1040247,hotel,taxi,fast food,vida nocturna,deporte
Medellin,4,1120547,hotel,bus,fast food,vida nocturna,deporte
Medellin,8,615513,hostal,pie,fast food,vida nocturna,deporte
Medellin,8,1758297,hotel,bus,saludable,musica,deporte
Medellin,5,1096544,hotel,bus,saludable,vida nocturna,cultura
Medellin,15,1500282,hotel,taxi,fast food,musica,deporte
Medellin,11,1169020,hotel,bus,fast food,musica,deporte
Medellin,7,1525188,hotel,bus,saludable,musica,cultura
Medellin,7,896359,hostal,bus,saludable,vida nocturna,deporte
Medellin,19,1721274,hotel,bus,fast food,vida nocturna,cultura
Medellin,10,1311462,hotel,taxi,fast food,musica,cultura
Medellin,6,1553116,hotel,bus,saludable,musica,cultura
Medellin,10,1057056,hotel,taxi,fast food,vida nocturna,deporte
Medellin,7,1309289,hotel,taxi,saludable,musica,cultura
Medellin,3,1050101,hotel,bus,fast food,vida nocturna,deporte
Medellin,10,1190634,hotel,taxi,saludable,vida nocturna,deporte
Medellin,5,705435,hostal,bus,fast food,vida nocturna,cultura
Medellin,3,1569915,hotel,taxi,saludable,musica,cultura
Medellin,20,1370474,hotel,bus,fast food,musica,cultura
Medellin,11,1293116,hotel,bus,fast food,vida nocturna,deporte
Medellin,19,1652337,hotel,taxi,fast food,vida nocturna,deporte
Medellin,13,1578063,hotel,bus,saludable,vida nocturna,cultura
Medellin,16,1989617,hotel,bus,fast food,vida nocturna,cultura
Medellin,4,1923908,hotel,taxi,saludable,vida nocturna,deporte
Medellin,13,1895772,hotel,bus,fast food,musica,cultura
Medellin,5,1059579,hotel,bus,fast food,musica,deporte
Medellin,6,662560,hostal,bus,saludable,vida nocturna,deporte
Medellin,8,1156367,hotel,taxi,fast food,vida nocturna,cultura
Medellin,4,544184,hostal,pie,fast food,vida nocturna,deporte
Medellin,7,694656,hostal,pie,saludable,musica,cultura
Medellin,20,1926568,hotel,bus,fast food,vida nocturna,deporte
Medellin,3,1965890,hotel,bus,fast food,vida nocturna,cultura
Medellin,20,1888625,hotel,taxi,fast food,vida nocturna,cultura
Medellin,16,1821860,hotel,taxi,fast food,vida nocturna,cultura
Medellin,10,1205724,hotel,bus,fast food,vida nocturna,deporte
Medellin,20,1736920,hotel,taxi,saludable,vida nocturna,cultura
Medellin,8,726783,hostal,bus,fast food,vida nocturna,cultura
Medellin,19,1311422,hotel,taxi,saludable,musica,deporte
Medellin,20,1455561,hotel,bus,fast food,vida nocturna,deporte
Medellin,14,1637401,hotel,bus,fast food,vida nocturna,cultura
Medellin,13,1147188,hotel,taxi,saludable,vida nocturna,cultura
Medellin,18,1120674,hotel,bus,fast food,musica,deporte
Medellin,14,1916971,hotel,taxi,fast food,vida nocturna,deporte
Medellin,20,1532754,hotel,bus,saludable,musica,deporte
Medellin,17,1973242,hotel,bus,saludable,vida nocturna,deporte
Medellin,5,810535,hostal,pie,saludable,vida nocturna,cultura
Medellin,7,751027,hostal,pie,fast food,vida nocturna,deporte
Medellin,3,1558623,hotel,bus,fast food,vida nocturna,deporte
Medellin,13,1375039,hotel,bus,saludable,vida nocturna,deporte
Medellin,6,1588076,hotel,taxi,fast food,vida nocturna,cultura
Medellin,7,575123,hostal,bus,fast food,musica,cultura
Medellin,14,1123162,hotel,taxi,saludable,musica,cultura
Medellin,8,597543,hostal,bus,fast food,musica,deporte
Medellin,19,1223425,hotel,bus,saludable,vida nocturna,cultura
Medellin,19,1412188,hotel,bus,fast food,musica,cultura
Medellin,15,1561087,hotel,bus,fast food,musica,deporte
Medellin,15,1752786,hotel,bus,saludable,musica,deporte
Medellin,14,1833637,hotel,bus,saludable,musica,deporte
Medellin,10,1822719,hotel,bus,fast food,vida nocturna,cultura
Medellin,18,1531810,hotel,taxi,saludable,vida nocturna,deporte
Medellin,16,1182162,hotel,bus,fast food,vida nocturna,deporte
Medellin,7,1700731,hotel,bus,fast food,vida nocturna,cultura
Medellin,3,558600,hostal,bus,fast food,vida nocturna,cultura
Medellin,14,1921365,hotel,taxi,saludable,musica,deporte
Medellin,17,1892181,hotel,bus,fast food,musica,deporte
Medellin,4,667459,hostal,pie,fast food,vida nocturna,deporte
Medellin,3,1234188,hotel,bus,fast food,musica,cultura
Medellin,12,1380621,hotel,bus,fast food,vida nocturna,deporte
Medellin,11,1247695,hotel,taxi,saludable,musica,cultura
Medellin,7,633615,hostal,pie,saludable,musica,deporte
Medellin,17,1447059,hotel,bus,saludable,vida nocturna,deporte
Medellin,12,1802831,hotel,taxi,saludable,vida nocturna,deporte
Medellin,14,1521254,hotel,taxi,saludable,musica,cultura
Medellin,15,1539179,hotel,bus,fast food,vida nocturna,cultura
Medellin,19,1884608,hotel,taxi,fast food,vida nocturna,cultura
Medellin,5,1500250,hotel,bus,saludable,musica,deporte
Medellin,6,1173721,hotel,taxi,saludable,musica,deporte
Medellin,13,1460183,hotel,taxi,fast food,vida nocturna,cultura
Medellin,4,827366,hostal,bus,fast food,musica,cultura
Medellin,8,1441514,hotel,bus,saludable,musica,deporte
Medellin,17,1732496,hotel,taxi,fast food,musica,deporte
Medellin,6,1041719,hotel,taxi,fast food,musica,deporte
Medellin,17,1275136,hotel,taxi,fast food,vida nocturna,cultura
Medellin,16,1495170,hotel,bus,fast food,vida nocturna,cultura
Medellin,11,1408354,hotel,bus,saludable,vida nocturna,deporte
Medellin,16,1958426,hotel,taxi,saludable,vida nocturna,cultura
Medellin,10,1851776,hotel,bus,fast food,vida nocturna,cultura
Medellin,20,1655956,hotel,bus,fast food,musica,cultura
Medellin,19,1876116,hotel,bus,fast food,musica,cultura
Medellin,16,1383857,hotel,taxi,saludable,vida nocturna,deporte
Medellin,18,1168259,hotel,taxi,saludable,vida nocturna,cultura
Medellin,15,1065950,hotel,taxi,saludable,musica,cultura
Medellin,11,1631150,hotel,bus,saludable,vida nocturna,cultura
Medellin,18,1063249,hotel,bus,saludable,musica,cultura
Medellin,9,1052924,hotel,taxi,saludable,vida nocturna,deporte
Medellin,19,1167566,hotel,taxi,saludable,vida nocturna,cultura
Medellin,20,1430417,hotel,taxi,fast food,musica,cultura
Medellin,6,656648,hostal,bus,saludable,musica,cultura
Medellin,19,1968207,hotel,taxi,saludable,musica,deporte
Medellin,5,1204838,hotel,bus,saludable,vida nocturna,cultura
Medellin,18,1693936,hotel,bus,fast food,vida nocturna,cultura
Medellin,20,1371068,hotel,taxi,fast food,vida nocturna,deporte
Medellin,14,1806466,hotel,bus,fast food,vida nocturna,cultura
Medellin,13,1070072,hotel,taxi,saludable,musica,cultura
Medellin,12,1431313,hotel,bus,fast food,musica,deporte
Medellin,15,1411532,hotel,bus,saludable,musica,cultura
Medellin,20,1626699,hotel,bus,fast food,musica,deporte
Medellin,17,1090395,hotel,bus,saludable,musica,cultura
Medellin,18,1874156,hotel,bus,saludable,vida nocturna,cultura
Medellin,15,1061657,hotel,bus,saludable,vida nocturna,deporte
Medellin,20,1874425,hotel,taxi,fast food,musica,deporte
Medellin,16,1858152,hotel,bus,fast food,vida nocturna,deporte
Medellin,10,1293023,hotel,bus,saludable,vida nocturna,deporte
Medellin,4,1768586,hotel,taxi,saludable,vida nocturna,deporte
Medellin,6,1522508,hotel,bus,saludable,vida nocturna,cultura
Medellin,15,1664102,hotel,bus,saludable,musica,cultura
Medellin,19,1181711,hotel,taxi,fast food,musica,cultura
Medellin,8,893097,hostal,pie,saludable,musica,deporte
Medellin,11,1286913,hotel,taxi,fast food,vida nocturna,cultura
Medellin,8,650672,hostal,bus,fast food,vida nocturna,cultura
Medellin,5,652942,hostal,pie,saludable,musica,deporte
Medellin,10,1657757,hotel,bus,fast food,vida nocturna,cultura
Medellin,11,1328776,hotel,taxi,saludable,musica,deporte
Medellin,11,1300482,hotel,bus,saludable,vida nocturna,deporte
Medellin,10,1998346,hotel,taxi,saludable,vida nocturna,deporte
Medellin,20,1671327,hotel,taxi,fast food,musica,deporte
Medellin,4,1319576,hotel,bus,saludable,vida nocturna,cultura
Medellin,19,1879609,hotel,taxi,saludable,musica,deporte
Medellin,5,1573815,hotel,bus,saludable,musica,deporte
Medellin,11,1153038,hotel,taxi,saludable,vida nocturna,deporte
Medellin,19,1420188,hotel,taxi,fast food,vida nocturna,cultura
Medellin,9,516902,hostal,pie,fast food,vida nocturna,deporte
Medellin,9,1673055,hotel,taxi,fast food,vida nocturna,deporte
Medellin,4,588895,hostal,bus,fast food,musica,cultura
Medellin,16,1194355,hotel,taxi,saludable,musica,deporte
Medellin,4,1791931,hotel,bus,saludable,vida nocturna,cultura
Medellin,16,1250249,hotel,taxi,saludable,vida nocturna,cultura
Medellin,8,590864,hostal,bus,fast food,musica,cultura
Medellin,20,1535249,hotel,taxi,saludable,vida nocturna,cultura
Medellin,15,1550481,hotel,bus,saludable,musica,deporte
Medellin,8,1315122,hotel,bus,fast food,vida nocturna,cultura
Medellin,19,1502650,hotel,bus,fast food,vida nocturna,cultura
Medellin,15,1800300,hotel,bus,saludable,musica,cultura
Medellin,20,1917901,hotel,taxi,saludable,vida nocturna,cultura
Medellin,3,1675996,hotel,taxi,fast food,vida nocturna,cultura
Medellin,12,1914686,hotel,bus,saludable,musica,deporte
Medellin,15,1517484,hotel,taxi,fast food,vida nocturna,deporte
Medellin,14,1615851,hotel,taxi,saludable,musica,cultura
Medellin,8,576875,hostal,bus,saludable,musica,deporte
Medellin,16,1472021,hotel,taxi,fast food,musica,cultura
Medellin,10,1207921,hotel,taxi,saludable,musica,deporte
Medellin,16,1482910,hotel,taxi,fast food,musica,cultura
Medellin,10,1366502,hotel,taxi,saludable,musica,deporte
Medellin,16,1687728,hotel,taxi,fast food,vida nocturna,deporte
Medellin,5,683774,hostal,bus,fast food,vida nocturna,deporte
Medellin,7,1568615,hotel,taxi,saludable,vida nocturna,cultura
Medellin,10,1974043,hotel,bus,fast food,vida nocturna,deporte
Medellin,13,1132420,hotel,taxi,fast food,vida nocturna,cultura
Medellin,10,1808343,hotel,bus,saludable,musica,cultura
Medellin,13,1061418,hotel,bus,saludable,musica,deporte
Medellin,19,1658007,hotel,taxi,fast food,vida nocturna,deporte
Medellin,8,743259,hostal,bus,fast food,vida nocturna,deporte
Medellin,11,1671416,hotel,bus,saludable,vida nocturna,deporte
Medellin,20,1229034,hotel,taxi,saludable,vida nocturna,cultura
Medellin,13,1414724,hotel,bus,saludable,musica,deporte
Medellin,18,1471340,hotel,bus,fast food,musica,cultura
Medellin,7,1789618,hotel,bus,saludable,vida nocturna,deporte
Medellin,18,1572851,hotel,bus,saludable,vida nocturna,cultura
Medellin,18,1785398,hotel,taxi,fast food,musica,cultura
Medellin,13,1780255,hotel,taxi,fast food,musica,cultura
Medellin,6,1781019,hotel,bus,saludable,musica,deporte
Medellin,9,1293081,hotel,taxi,saludable,musica,deporte
Medellin,12,1545532,hotel,taxi,saludable,vida nocturna,cultura
Medellin,4,675756,hostal,pie,saludable,vida nocturna,deporte
Medellin,14,1122984,hotel,bus,saludable,vida nocturna,deporte
Medellin,9,1177282,hotel,bus,fast food,musica,cultura
Medellin,20,1245420,hotel,taxi,saludable,vida nocturna,deporte
Medellin,5,1939278,hotel,bus,fast food,vida nocturna,deporte
Medellin,4,615045,hostal,pie,fast food,musica,deporte
Medellin,12,1103375,hotel,bus,fast food,vida nocturna,cultura
Medellin,8,950107,hostal,bus,saludable,musica,deporte
Medellin,7,1942111,hotel,bus,fast food,vida nocturna,deporte
Medellin,9,999080,hostal,bus,saludable,musica,cultura
Medellin,14,1680845,hotel,bus,saludable,musica,deporte
Medellin,15,1937341,hotel,bus,fast food,vida nocturna,deporte
Medellin,9,668778,hostal,pie,fast food,musica,cultura
Medellin,3,1998888,hotel,bus,saludable,musica,cultura
Medellin,4,640849,hostal,bus,saludable,vida nocturna,cultura
Medellin,8,994386,hostal,pie,fast food,vida nocturna,deporte
Medellin,3,1921874,hotel,taxi,fast food,musica,deporte
Medellin,18,1273583,hotel,taxi,saludable,vida nocturna,deporte
Medellin,4,780482,hostal,bus,fast food,musica,deporte
Medellin,4,1485652,hotel,taxi,saludable,vida nocturna,cultura
Medellin,4,1788458,hotel,bus,saludable,vida nocturna,cultura
Medellin,8,732903,hostal,pie,saludable,vida nocturna,cultura
Medellin,8,1589530,hotel,taxi,saludable,musica,cultura
Medellin,16,1680517,hotel,taxi,fast food,vida nocturna,cultura
Medellin,12,1642537,hotel,taxi,saludable,musica,deporte
Medellin,19,1480918,hotel,bus,saludable,musica,cultura
Medellin,20,1267739,hotel,taxi,fast food,vida nocturna,cultura
Medellin,19,1634991,hotel,taxi,saludable,vida nocturna,deporte
Medellin,13,1168624,hotel,bus,fast food,vida nocturna,cultura
Medellin,19,1800563,hotel,bus,fast food,vida nocturna,cultura
Medellin,6,1197457,hotel,taxi,fast food,musica,cultura
Medellin,3,1850412,hotel,taxi,fast food,musica,deporte
Medellin,18,1446298,hotel,bus,saludable,musica,deporte
Medellin,15,1835629,hotel,taxi,saludable,musica,deporte
Medellin,18,1982373,hotel,bus,saludable,vida nocturna,deporte
Medellin,12,1948866,hotel,bus,fast food,musica,deporte
Medellin,3,1134703,hotel,bus,fast food,musica,deporte
Medellin,8,1076504,hotel,bus,fast food,vida nocturna,deporte
Medellin,3,1899241,hotel,taxi,fast food,vida nocturna,cultura
Medellin,4,1292622,hotel,taxi,fast food,vida nocturna,cultura
Medellin,14,1565527,hotel,taxi,fast food,vida nocturna,cultura
Medellin,20,1572658,hotel,bus,fast food,vida nocturna,deporte
Medellin,19,1678297,hotel,bus,fast food,musica,deporte
Medellin,4,1842426,hotel,taxi,saludable,vida nocturna,deporte
Medellin,18,1635245,hotel,bus,saludable,musica,cultura
Medellin,18,1287388,hotel,bus,fast food,vida nocturna,deporte
Medellin,5,1851363,hotel,taxi,fast food,vida nocturna,cultura
Medellin,20,1180092,hotel,taxi,fast food,musica,cultura
Medellin,11,1102144,hotel,bus,fast food,musica,cultura
Medellin,16,1472640,hotel,bus,saludable,musica,deporte
Medellin,13,1080262,hotel,bus,fast food,musica,deporte
Medellin,12,1648250,hotel,taxi,fast food,vida nocturna,cultura
Medellin,6,970252,hostal,pie,fast food,vida nocturna,deporte
Medellin,8,1583088,hotel,taxi,fast food,vida nocturna,deporte
Medellin,10,1896400,hotel,taxi,fast food,vida nocturna,cultura
Medellin,4,1518390,hotel,taxi,saludable,musica,deporte
Medellin,7,1816120,hotel,taxi,fast food,vida nocturna,deporte
Medellin,5,884360,hostal,bus,fast food,musica,deporte
Medellin,11,1617911,hotel,bus,fast food,musica,cultura
Medellin,8,1691907,hotel,bus,saludable,musica,cultura
Medellin,4,1566289,hotel,bus,saludable,musica,deporte
Medellin,3,1907548,hotel,taxi,saludable,vida nocturna,cultura
Medellin,8,846422,hostal,pie,saludable,vida nocturna,cultura
Medellin,3,1919387,hotel,taxi,saludable,vida nocturna,deporte
Medellin,8,1778644,hotel,taxi,fast food,vida nocturna,deporte
Medellin,7,1176096,hotel,bus,saludable,vida nocturna,cultura
Medellin,15,1917452,hotel,taxi,fast food,musica,cultura
Medellin,6,1349637,hotel,bus,fast food,vida nocturna,deporte
Medellin,13,1445385,hotel,bus,fast food,vida nocturna,deporte
Medellin,11,1130894,hotel,bus,saludable,vida nocturna,cultura
Medellin,12,1499688,hotel,taxi,fast food,musica,deporte
Medellin,9,1405787,hotel,bus,saludable,vida nocturna,deporte
Medellin,12,1258636,hotel,taxi,saludable,musica,cultura
Medellin,13,1248326,hotel,taxi,saludable,vida nocturna,deporte
Medellin,9,1449848,hotel,taxi,saludable,musica,cultura
Medellin,6,1796181,hotel,bus,saludable,musica,deporte
Medellin,4,1597089,hotel,bus,fast food,musica,deporte
Medellin,11,1690967,hotel,bus,saludable,musica,cultura
Medellin,13,1851817,hotel,taxi,saludable,musica,cultura
Medellin,3,1245653,hotel,taxi,saludable,musica,deporte
Medellin,8,1702459,hotel,taxi,fast food,musica,cultura
Medellin,12,1125810,hotel,taxi,saludable,musica,cultura
Medellin,16,1045012,hotel,taxi,fast food,musica,deporte
Medellin,10,1395279,hotel,bus,fast food,musica,cultura
Medellin,17,1709268,hotel,taxi,fast food,musica,deporte
Medellin,17,1698604,hotel,bus,saludable,musica,cultura
Medellin,6,1375244,hotel,taxi,fast food,musica,deporte
Medellin,8,1393472,hotel,bus,saludable,vida nocturna,cultura
Medellin,9,1327414,hotel,bus,saludable,vida nocturna,deporte
Medellin,4,867474,hostal,bus,fast food,vida nocturna,cultura
Medellin,6,645033,hostal,bus,saludable,musica,cultura
Medellin,17,1513602,hotel,taxi,saludable,vida nocturna,cultura
Medellin,17,1612263,hotel,bus,saludable,vida nocturna,deporte
Medellin,14,1798842,hotel,bus,fast food,musica,deporte
Medellin,18,1853857,hotel,bus,fast food,musica,cultura
Medellin,9,1967968,hotel,taxi,saludable,vida nocturna,cultura
Medellin,9,1075320,hotel,bus,fast food,vida nocturna,cultura
Medellin,10,1903464,hotel,bus,fast food,musica,cultura
Medellin,14,1802279,hotel,bus,saludable,musica,cultura
Medellin,18,1589648,hotel,taxi,fast food,musica,deporte
Medellin,17,1758554,hotel,taxi,saludable,musica,cultura
Medellin,8,1785362,hotel,bus,fast food,musica,cultura
Medellin,13,1574901,hotel,bus,saludable,vida nocturna,deporte
Medellin,8,1792271,hotel,taxi,fast food,musica,cultura
Medellin,14,1080698,hotel,taxi,fast food,musica,cultura
Medellin,14,1555380,hotel,taxi,fast food,musica,deporte
Medellin,10,1194926,hotel,bus,saludable,vida nocturna,deporte
Medellin,6,1993102,hotel,taxi,saludable,vida nocturna,cultura
Medellin,18,1606833,hotel,bus,saludable,vida nocturna,cultura
Medellin,15,1036799,hotel,taxi,saludable,vida nocturna,cultura
Medellin,5,1664096,hotel,bus,fast food,musica,cultura
Medellin,9,1806975,hotel,bus,saludable,musica,deporte
Medellin,12,1464393,hotel,taxi,fast food,vida nocturna,cultura
Medellin,7,757207,hostal,bus,fast food,vida nocturna,deporte
Medellin,17,1244728,hotel,bus,saludable,musica,cultura
Medellin,8,552054,hostal,bus,fast food,vida nocturna,cultura
Medellin,7,1045579,hotel,taxi,saludable,vida nocturna,deporte
Medellin,17,1197799,hotel,taxi,fast food,musica,deporte
Medellin,5,1991359,hotel,bus,fast food,musica,cultura
Medellin,14,1027757,hotel,bus,fast food,musica,cultura
Medellin,20,1163601,hotel,bus,fast food,musica,deporte
Medellin,6,1937214,hotel,bus,fast food,musica,cultura
Medellin,8,1131714,hotel,taxi,fast food,musica,deporte
Medellin,4,1102371,hotel,bus,saludable,vida nocturna,deporte
Medellin,11,1881272,hotel,bus,fast food,vida nocturna,cultura
Medellin,9,1630175,hotel,taxi,saludable,musica,deporte
Medellin,14,1490027,hotel,bus,fast food,vida nocturna,deporte
Medellin,4,705261,hostal,bus,fast food,vida nocturna,deporte
Medellin,7,1831206,hotel,bus,fast food,vida nocturna,deporte
Medellin,16,1704994,hotel,bus,saludable,vida nocturna,deporte
Medellin,3,1738671,hotel,bus,fast food,musica,deporte
Medellin,18,1998496,hotel,bus,saludable,vida nocturna,cultura
Medellin,7,1749321,hotel,taxi,fast food,musica,deporte
Medellin,14,1387521,hotel,taxi,saludable,vida nocturna,cultura
Medellin,7,1011505,hotel,bus,fast food,vida nocturna,cultura
Medellin,12,1554222,hotel,bus,saludable,vida nocturna,cultura
Medellin,12,1314142,hotel,taxi,fast food,vida nocturna,deporte
Medellin,4,920542,hostal,pie,saludable,musica,cultura
Medellin,13,1071340,hotel,taxi,fast food,vida nocturna,cultura
Medellin,8,794819,hostal,pie,fast food,vida nocturna,deporte
Medellin,15,1405822,hotel,bus,fast food,vida nocturna,deporte
Medellin,14,1271507,hotel,taxi,fast food,vida nocturna,cultura
Medellin,18,1712779,hotel,bus,fast food,musica,cultura
Medellin,10,1525273,hotel,bus,saludable,musica,deporte
Medellin,11,1959118,hotel,taxi,saludable,vida nocturna,cultura
Medellin,3,566608,hostal,bus,fast food,vida nocturna,cultura
Medellin,18,1332494,hotel,taxi,fast food,vida nocturna,deporte
Medellin,14,1869663,hotel,bus,fast food,musica,deporte
Medellin,6,1998140,hotel,taxi,saludable,musica,deporte
Medellin,17,1678185,hotel,taxi,fast food,musica,cultura
Medellin,9,1787961,hotel,bus,fast food,vida nocturna,cultura
Medellin,14,1558908,hotel,bus,fast food,vida nocturna,deporte
Medellin,11,1636462,hotel,taxi,fast food,musica,deporte
Medellin,18,1199260,hotel,taxi,saludable,musica,cultura
Medellin,11,1244474,hotel,bus,fast food,musica,cultura
Medellin,5,1677224,hotel,taxi,saludable,vida nocturna,deporte
Medellin,9,1493701,hotel,bus,fast food,musica,deporte
Medellin,5,703616,hostal,bus,saludable,musica,deporte
Medellin,15,1648546,hotel,bus,fast food,musica,cultura
Medellin,19,1542189,hotel,taxi,fast food,musica,deporte
Medellin,14,1376117,hotel,bus,fast food,vida nocturna,deporte
Medellin,16,1345797,hotel,bus,saludable,vida nocturna,deporte
Medellin,14,1575173,hotel,bus,fast food,vida nocturna,cultura
Medellin,3,770418,hostal,bus,fast food,vida nocturna,cultura
Medellin,18,1272060,hotel,bus,fast food,vida nocturna,deporte
Medellin,6,1275591,hotel,taxi,saludable,vida nocturna,deporte
Medellin,9,1517391,hotel,bus,fast food,vida nocturna,deporte
Medellin,6,1329119,hotel,bus,saludable,musica,cultura
Medellin,7,1865933,hotel,taxi,fast food,vida nocturna,deporte
Medellin,7,1649776,hotel,bus,fast food,vida nocturna,deporte
Medellin,8,1769768,hotel,taxi,saludable,vida nocturna,cultura
Medellin,13,1613963,hotel,taxi,saludable,musica,deporte
Medellin,5,1503522,hotel,bus,fast food,musica,deporte
Medellin,17,1708600,hotel,taxi,fast food,musica,cultura
Medellin,15,1259412,hotel,taxi,saludable,musica,cultura
Medellin,4,1364065,hotel,taxi,fast food,musica,deporte
Medellin,9,641750,hostal,bus,saludable,vida nocturna,cultura
Medellin,20,1204117,hotel,bus,fast food,vida nocturna,deporte
Medellin,14,1330877,hotel,taxi,saludable,vida nocturna,cultura
Medellin,16,1413875,hotel,taxi,fast food,vida nocturna,cultura
Medellin,14,1261252,hotel,taxi,saludable,musica,cultura
Medellin,15,1753515,hotel,bus,fast food,vida nocturna,deporte
Medellin,12,1841252,hotel,bus,saludable,musica,deporte
Medellin,12,1584524,hotel,bus,saludable,vida nocturna,deporte
Medellin,14,1869614,hotel,bus,fast food,musica,cultura
Medellin,12,1155243,hotel,taxi,fast food,musica,deporte
Medellin,20,1098398,hotel,bus,fast food,musica,deporte
Medellin,8,969059,hostal,pie,fast food,vida nocturna,deporte
Medellin,6,1729368,hotel,bus,fast food,vida nocturna,deporte
Medellin,5,1420179,hotel,taxi,saludable,vida nocturna,deporte
Medellin,13,1664887,hotel,bus,fast food,vida nocturna,deporte
Medellin,7,1528498,hotel,bus,saludable,musica,deporte
Medellin,4,1459637,hotel,bus,fast food,vida nocturna,deporte
Medellin,20,1948986,hotel,taxi,saludable,musica,cultura
Medellin,4,561264,hostal,pie,saludable,vida nocturna,deporte
Medellin,10,1098606,hotel,bus,saludable,vida nocturna,cultura
Medellin,15,1458754,hotel,bus,saludable,musica,deporte
Medellin,12,1943606,hotel,bus,saludable,vida nocturna,deporte
Medellin,5,1551195,hotel,bus,saludable,musica,cultura
Medellin,10,1295970,hotel,bus,saludable,musica,cultura
Medellin,15,1167772,hotel,taxi,saludable,musica,deporte
Medellin,3,694429,hostal,pie,fast food,vida nocturna,deporte
Medellin,12,1047928,hotel,taxi,fast food,vida nocturna,cultura
Medellin,18,1364156,hotel,taxi,fast food,musica,deporte
Medellin,20,1041470,hotel,bus,fast food,musica,deporte
Medellin,20,1525540,hotel,bus,saludable,vida nocturna,cultura
Medellin,20,1170373,hotel,bus,fast food,musica,deporte
Medellin,13,1547930,hotel,taxi,saludable,musica,cultura
Medellin,4,1037690,hotel,taxi,fast food,musica,deporte
Medellin,11,1913153,hotel,bus,fast food,musica,deporte
Medellin,14,1761806,hotel,taxi,saludable,musica,deporte
Medellin,15,1685579,hotel,taxi,saludable,vida nocturna,deporte
Medellin,13,1493531,hotel,bus,saludable,vida nocturna,cultura
Medellin,20,1252333,hotel,bus,saludable,vida nocturna,deporte
Medellin,6,803453,hostal,bus,saludable,musica,deporte
Medellin,4,1080493,hotel,bus,fast food,musica,cultura
Medellin,3,1310890,hotel,taxi,fast food,vida nocturna,deporte
Medellin,13,1737185,hotel,bus,fast food,musica,deporte
Medellin,7,1378286,hotel,bus,fast food,musica,deporte
Medellin,6,1721332,hotel,bus,fast food,vida nocturna,cultura
Medellin,19,1768496,hotel,taxi,fast food,musica,cultura
Medellin,4,1715815,hotel,bus,saludable,musica,deporte
Medellin,10,1424549,hotel,bus,saludable,vida nocturna,deporte
Medellin,6,598357,hostal,bus,saludable,vida nocturna,deporte
Medellin,4,666915,hostal,pie,saludable,musica,deporte
Medellin,9,760435,hostal,pie,fast food,vida nocturna,cultura
Medellin,9,1806848,hotel,bus,saludable,vida nocturna,deporte
Medellin,10,1712331,hotel,bus,saludable,musica,cultura
Medellin,4,1175140,hotel,taxi,fast food,vida nocturna,cultura
Medellin,13,1453554,hotel,bus,fast food,musica,deporte
Medellin,20,1542730,hotel,bus,fast food,vida nocturna,cultura
Medellin,4,1986635,hotel,bus,fast food,vida nocturna,deporte
Medellin,15,1655967,hotel,taxi,fast food,vida nocturna,deporte
Medellin,5,1585681,hotel,taxi,saludable,musica,cultura
Medellin,3,1195876,hotel,bus,fast food,vida nocturna,cultura
