Genero,Edad,Destino,TIempo hospedaje,Presupuesto,Hospedaje,Transporte,Alimentacion,Interes,Interes 2
9,32,Medellin,9,2101820,0,3,7,musica,deporte
9,31,Medellin,8,1710590,0,3,8,vida nocturna,deporte
9,19,Medellin,10,1678383,0,3,8,musica,cultura
9,20,Medellin,7,1949064,0,3,8,musica,cultura
10,25,Medellin,9,1228410,0,3,5,musica,deporte
9,25,Medellin,5,1628599,1,3,8,vida nocturna,deporte
10,32,Medellin,8,2548080,1,3,5,vida nocturna,cultura
9,21,Medellin,8,2299223,0,3,8,musica,deporte
10,19,Medellin,8,2373310,0,3,5,vida nocturna,cultura
9,30,Medellin,9,1782538,0,3,8,musica,cultura
9,35,Medellin,6,1128121,0,3,7,musica,cultura
9,22,Medellin,3,1759913,1,3,8,musica,deporte
10,32,Medellin,7,2364740,0,3,5,musica,cultura
9,33,Medellin,5,2979249,1,2,7,musica,cultura
10,30,Medellin,10,2776345,1,2,5,musica,deporte
9,27,Medellin,8,2720940,1,2,8,musica,deporte
10,28,Medellin,8,1837211,0,3,5,musica,deporte
10,23,Medellin,7,2137121,0,3,5,musica,cultura
10,35,Medellin,8,2361333,0,3,5,musica,cultura
9,34,Medellin,3,1398416,1,2,8,musica,cultura
10,27,Medellin,3,1677065,1,3,5,musica,deporte
9,24,Medellin,8,2076650,0,3,8,vida nocturna,cultura
9,22,Medellin,3,1711629,1,2,7,vida nocturna,cultura
10,24,Medellin,5,1690131,1,3,5,musica,deporte
10,26,Medellin,10,1948234,0,3,5,vida nocturna,cultura
10,30,Medellin,10,1173428,0,3,5,musica,cultura
9,31,Medellin,5,2368207,1,3,7,vida nocturna,deporte
9,18,Medellin,4,1938577,1,2,7,vida nocturna,cultura
9,26,Medellin,8,1191603,0,3,8,musica,cultura
9,24,Medellin,8,1631367,0,3,7,vida nocturna,deporte
10,18,Medellin,9,1541631,0,3,5,vida nocturna,deporte
10,28,Medellin,4,1075282,1,3,5,musica,deporte
9,18,Medellin,4,1597384,1,3,8,vida nocturna,deporte
10,23,Medellin,4,975480,0,3,5,musica,cultura
9,33,Medellin,6,2292354,0,3,7,vida nocturna,cultura
9,31,Medellin,3,878925,0,3,7,vida nocturna,deporte
10,31,Medellin,3,1633606,1,3,5,vida nocturna,deporte
9,34,Medellin,10,1131494,0,3,8,vida nocturna,deporte
10,34,Medellin,4,1385991,1,3,5,vida nocturna,cultura
10,23,Medellin,8,2204504,0,3,5,vida nocturna,deporte
10,30,Medellin,6,2966386,1,2,5,musica,cultura
10,19,Medellin,6,1521736,0,3,5,vida nocturna,deporte
10,34,Medellin,9,1755090,0,3,5,musica,cultura
9,20,Medellin,4,1903107,1,3,7,musica,cultura
9,30,Medellin,4,1194388,1,3,8,musica,deporte
9,26,Medellin,4,1236777,1,3,7,musica,deporte
9,32,Medellin,8,1421132,0,3,8,musica,deporte
9,26,Medellin,3,719539,0,3,7,vida nocturna,deporte
9,30,Medellin,7,1965504,0,3,7,musica,deporte
10,25,Medellin,6,1712538,0,3,5,vida nocturna,cultura
9,27,Medellin,4,500018,0,4,8,vida nocturna,cultura
10,34,Medellin,10,1115609,0,3,5,vida nocturna,deporte
9,32,Medellin,4,1403078,1,3,8,musica,cultura
10,32,Medellin,7,1841588,0,3,5,musica,deporte
9,22,Medellin,4,1127997,1,3,7,musica,cultura
9,35,Medellin,9,2149366,0,3,8,vida nocturna,cultura
9,25,Medellin,7,2557566,1,2,7,musica,cultura
9,20,Medellin,8,1262713,0,3,7,musica,deporte
9,22,Medellin,4,1143479,1,3,7,musica,cultura
9,21,Medellin,3,1563076,1,3,8,vida nocturna,deporte
9,33,Medellin,7,2814397,1,3,7,vida nocturna,cultura
9,32,Medellin,4,612010,0,4,7,vida nocturna,deporte
9,32,Medellin,3,1584462,1,3,8,musica,cultura
10,35,Medellin,8,2955006,1,3,5,musica,cultura
10,33,Medellin,3,999028,0,3,5,vida nocturna,deporte
9,31,Medellin,4,809079,0,3,7,vida nocturna,cultura
10,31,Medellin,4,1649120,1,3,5,vida nocturna,cultura
9,19,Medellin,3,1898125,1,3,8,vida nocturna,deporte
10,27,Medellin,3,740166,0,3,5,vida nocturna,deporte
10,23,Medellin,5,2854088,1,3,5,musica,cultura
9,27,Medellin,6,1773173,0,3,8,musica,deporte
10,32,Medellin,4,1725359,1,3,5,vida nocturna,deporte
10,18,Medellin,4,1133148,1,3,5,vida nocturna,cultura
9,19,Medellin,8,1282364,0,3,7,musica,deporte
10,31,Medellin,9,1203765,0,3,5,vida nocturna,cultura
10,23,Medellin,7,2232152,0,3,5,musica,deporte
10,18,Medellin,4,1135450,1,2,5,vida nocturna,cultura
9,29,Medellin,3,1500087,1,3,8,musica,cultura
10,33,Medellin,8,2246010,0,3,5,musica,cultura
10,25,Medellin,5,2979606,1,2,5,musica,deporte
9,20,Medellin,5,2658809,1,2,7,musica,deporte
9,23,Medellin,7,2270569,0,3,8,musica,cultura
9,27,Medellin,6,1457756,0,3,8,musica,deporte
10,32,Medellin,4,1782427,1,3,5,musica,deporte
10,25,Medellin,10,1620578,0,3,5,vida nocturna,cultura
10,35,Medellin,9,2510553,1,3,5,vida nocturna,deporte
10,29,Medellin,4,1927474,1,2,5,musica,deporte
10,25,Medellin,8,2227209,0,3,5,musica,cultura
9,26,Medellin,3,1723086,1,2,7,musica,deporte
10,29,Medellin,8,2138149,0,3,5,musica,deporte
10,21,Medellin,10,2529046,1,2,5,vida nocturna,deporte
9,29,Medellin,8,1567088,0,3,8,musica,cultura
9,30,Medellin,8,2572050,1,3,7,musica,deporte
10,26,Medellin,6,1165576,0,3,5,vida nocturna,deporte
10,20,Medellin,9,1427016,0,3,5,musica,cultura
10,35,Medellin,8,1069102,0,3,5,vida nocturna,cultura
10,21,Medellin,5,2756148,1,3,5,vida nocturna,deporte
10,20,Medellin,6,1795131,0,3,5,musica,deporte
9,24,Medellin,6,1368956,0,3,7,musica,deporte
10,33,Medellin,6,2768870,1,3,5,vida nocturna,deporte
9,22,Medellin,8,1018213,0,3,8,vida nocturna,deporte
10,19,Medellin,9,1442655,0,3,5,vida nocturna,deporte
10,30,Medellin,5,2493904,1,3,5,musica,deporte
9,35,Medellin,5,2117404,1,2,8,musica,deporte
9,20,Medellin,4,1695009,1,2,7,musica,cultura
10,21,Medellin,6,1779686,0,3,5,musica,cultura
9,28,Medellin,4,899003,0,3,8,vida nocturna,deporte
10,30,Medellin,10,2535521,1,3,5,musica,deporte
10,27,Medellin,3,1556264,1,2,5,musica,cultura
9,18,Medellin,8,2552091,1,3,7,musica,cultura
10,28,Medellin,4,835550,0,3,5,musica,cultura
10,29,Medellin,9,1811154,0,3,5,vida nocturna,deporte
9,34,Medellin,3,1191108,1,3,8,vida nocturna,deporte
10,34,Medellin,7,1433001,0,3,5,vida nocturna,cultura
9,24,Medellin,9,1882992,0,3,7,musica,deporte
10,28,Medellin,5,1847374,1,3,5,musica,deporte
10,19,Medellin,9,2142912,0,3,5,musica,cultura
10,32,Medellin,5,1667872,1,2,5,musica,cultura
10,29,Medellin,3,1467421,1,3,5,musica,cultura
9,26,Medellin,8,1768921,0,3,7,vida nocturna,deporte
9,31,Medellin,4,1976673,1,3,8,musica,cultura
10,31,Medellin,10,1769455,0,3,5,musica,cultura
10,34,Medellin,3,1343304,1,3,5,vida nocturna,cultura
9,27,Medellin,5,2895081,1,3,7,musica,deporte
10,32,Medellin,5,1462246,1,2,5,vida nocturna,cultura
9,30,Medellin,9,2020515,0,3,7,musica,deporte
9,21,Medellin,5,2995280,1,2,7,vida nocturna,cultura
10,24,Medellin,3,1690028,1,2,5,musica,cultura
10,23,Medellin,9,2212091,0,3,5,musica,deporte
9,25,Medellin,9,1042105,0,3,8,musica,cultura
10,33,Medellin,5,2144142,1,3,5,musica,deporte
10,19,Medellin,4,1606383,1,2,5,musica,deporte
9,32,Medellin,4,804240,0,3,8,musica,deporte
9,33,Medellin,4,1388900,1,3,8,musica,deporte
9,29,Medellin,9,1141834,0,3,7,vida nocturna,deporte
10,18,Medellin,8,1081168,0,3,5,vida nocturna,cultura
10,19,Medellin,9,2744883,1,3,5,musica,deporte
10,23,Medellin,7,2003500,0,3,5,vida nocturna,deporte
9,34,Medellin,8,2183531,0,3,7,musica,cultura
10,22,Medellin,9,1330962,0,3,5,musica,deporte
10,18,Medellin,9,1840735,0,3,5,vida nocturna,deporte
10,33,Medellin,9,1565240,0,3,5,musica,cultura
9,35,Medellin,10,2865405,1,3,8,musica,cultura
9,18,Medellin,4,1233633,1,2,7,vida nocturna,deporte
9,18,Medellin,8,2217946,0,3,8,vida nocturna,deporte
10,33,Medellin,10,1861785,0,3,5,musica,deporte
9,23,Medellin,6,2825685,1,3,7,vida nocturna,deporte
10,30,Medellin,9,2438701,0,3,5,vida nocturna,cultura
10,21,Medellin,5,2563070,1,2,5,musica,cultura
9,21,Medellin,3,553136,0,4,8,musica,cultura
10,18,Medellin,3,1349676,1,3,5,musica,cultura
9,27,Medellin,5,1046641,1,3,8,vida nocturna,deporte
10,27,Medellin,3,761475,0,3,5,vida nocturna,cultura
9,18,Medellin,9,1932135,0,3,7,musica,deporte
10,32,Medellin,3,1103107,1,3,5,vida nocturna,cultura
10,18,Medellin,6,1239119,0,3,5,vida nocturna,deporte
10,27,Medellin,8,1466192,0,3,5,vida nocturna,cultura
9,18,Medellin,9,1993224,0,3,8,vida nocturna,deporte
10,21,Medellin,5,1336116,1,3,5,vida nocturna,deporte
9,19,Medellin,8,2677688,1,3,7,musica,deporte
9,27,Medellin,3,1250835,1,2,8,vida nocturna,deporte
10,34,Medellin,5,1983499,1,3,5,vida nocturna,cultura
9,33,Medellin,4,1723888,1,3,7,musica,cultura
9,32,Medellin,4,1860674,1,3,7,musica,cultura
10,20,Medellin,7,2781894,1,3,5,vida nocturna,cultura
10,33,Medellin,3,1305462,1,2,5,musica,cultura
9,21,Medellin,8,2205839,0,3,7,vida nocturna,cultura
9,28,Medellin,5,2909125,1,2,8,musica,cultura
9,21,Medellin,3,1127618,1,2,8,musica,deporte
9,22,Medellin,4,1460483,1,3,7,vida nocturna,cultura
9,33,Medellin,7,2050430,0,3,7,musica,cultura
10,29,Medellin,8,1009469,0,3,5,vida nocturna,deporte
9,33,Medellin,6,2390823,0,3,7,vida nocturna,cultura
10,22,Medellin,4,1077272,1,2,5,musica,deporte
10,20,Medellin,7,2046298,0,3,5,musica,cultura
9,18,Medellin,9,2895240,1,2,7,musica,deporte
9,31,Medellin,10,2535234,1,2,7,vida nocturna,cultura
10,24,Medellin,9,2321530,0,3,5,vida nocturna,deporte
10,23,Medellin,9,1299777,0,3,5,musica,cultura
9,29,Medellin,8,2501124,1,3,7,musica,deporte
10,22,Medellin,6,1203413,0,3,5,vida nocturna,deporte
9,23,Medellin,6,1712255,0,3,8,musica,deporte
10,25,Medellin,9,2289907,0,3,5,musica,cultura
10,27,Medellin,7,1821893,0,3,5,musica,deporte
9,21,Medellin,8,2584922,1,3,7,vida nocturna,cultura
9,30,Medellin,9,1269982,0,3,8,vida nocturna,cultura
9,30,Medellin,9,2207965,0,3,8,musica,deporte
9,24,Medellin,5,2809103,1,2,8,vida nocturna,cultura
9,28,Medellin,3,958335,0,3,8,musica,cultura
10,18,Medellin,4,1522897,1,3,5,musica,cultura
9,29,Medellin,5,2372328,1,3,8,vida nocturna,cultura
9,18,Medellin,5,2266934,1,2,7,musica,deporte
9,22,Medellin,6,1644965,0,3,7,musica,deporte
9,34,Medellin,5,1083687,1,3,8,vida nocturna,deporte
10,21,Medellin,6,1101459,0,3,5,vida nocturna,deporte
9,31,Medellin,4,691249,0,4,8,vida nocturna,deporte
9,23,Medellin,4,1255947,1,3,7,vida nocturna,deporte
10,26,Medellin,5,2867851,1,3,5,vida nocturna,deporte
10,33,Medellin,9,1927840,0,3,5,musica,cultura
9,28,Medellin,5,1005920,1,3,8,vida nocturna,deporte
10,25,Medellin,4,857481,0,3,5,musica,cultura
9,27,Medellin,4,753116,0,3,8,musica,deporte
9,34,Medellin,6,1535652,0,3,7,musica,cultura
9,27,Medellin,4,1149107,1,3,8,musica,cultura
10,21,Medellin,10,2382287,0,3,5,musica,deporte
10,33,Medellin,10,2094606,0,3,5,vida nocturna,cultura
9,34,Medellin,8,2305033,0,3,8,vida nocturna,deporte
10,32,Medellin,7,2263164,0,3,5,vida nocturna,deporte
9,20,Medellin,10,2445442,0,3,7,vida nocturna,deporte
9,27,Medellin,7,2742008,1,2,7,vida nocturna,cultura
10,22,Medellin,3,1884278,1,2,5,musica,deporte
10,19,Medellin,4,665716,0,4,5,musica,deporte
9,31,Medellin,7,1979201,0,3,8,vida nocturna,cultura
10,20,Medellin,5,2882844,1,3,5,musica,cultura
10,25,Medellin,3,1552098,1,2,5,vida nocturna,deporte
10,20,Medellin,3,1556057,1,3,5,musica,cultura
10,18,Medellin,7,2593400,1,3,5,musica,deporte
10,30,Medellin,5,2357575,1,2,5,musica,cultura
9,33,Medellin,5,1517690,1,2,8,musica,cultura
9,19,Medellin,9,2249625,0,3,7,musica,cultura
9,18,Medellin,3,1274566,1,2,7,musica,deporte
10,18,Medellin,6,2476189,0,3,5,musica,deporte
9,24,Medellin,8,1826642,0,3,8,vida nocturna,deporte
9,26,Medellin,5,1096828,1,3,8,vida nocturna,cultura
9,35,Medellin,4,1461294,1,3,7,vida nocturna,deporte
10,18,Medellin,4,877596,0,3,5,vida nocturna,deporte
10,30,Medellin,8,2380081,0,3,5,musica,deporte
10,28,Medellin,10,2966762,1,2,5,musica,deporte
10,32,Medellin,9,2568904,1,2,5,vida nocturna,cultura
9,29,Medellin,8,2155078,0,3,7,vida nocturna,cultura
9,26,Medellin,10,2365316,0,3,8,musica,deporte
10,34,Medellin,4,1144500,1,2,5,musica,deporte
10,24,Medellin,10,1403764,0,3,5,musica,deporte
9,27,Medellin,9,1362441,0,3,7,vida nocturna,deporte
10,27,Medellin,3,1711635,1,3,5,musica,deporte
9,22,Medellin,7,1159358,0,3,7,vida nocturna,cultura
9,18,Medellin,6,2278572,0,3,8,vida nocturna,deporte
9,24,Medellin,7,1063961,0,3,8,vida nocturna,cultura
10,25,Medellin,7,2787740,1,3,5,musica,deporte
10,18,Medellin,4,598644,0,4,5,vida nocturna,deporte
9,32,Medellin,9,2168256,0,3,8,musica,cultura
10,20,Medellin,8,1280651,0,3,5,musica,deporte
10,34,Medellin,9,1592883,0,3,5,musica,cultura
9,21,Medellin,6,2016071,0,3,7,vida nocturna,deporte
9,32,Medellin,8,2461083,0,3,7,musica,deporte
9,30,Medellin,5,1233833,1,2,7,vida nocturna,deporte
9,30,Medellin,4,1220197,1,3,8,musica,cultura
9,35,Medellin,5,2732970,1,3,7,musica,deporte
10,35,Medellin,4,1589685,1,2,5,musica,deporte
10,26,Medellin,8,2762774,1,3,5,musica,cultura
10,35,Medellin,9,1519753,0,3,5,vida nocturna,cultura
10,35,Medellin,5,1702470,1,3,5,vida nocturna,cultura
10,22,Medellin,6,2037885,0,3,5,vida nocturna,deporte
10,30,Medellin,7,2800060,1,2,5,musica,deporte
9,30,Medellin,3,713162,0,3,7,musica,cultura
9,27,Medellin,7,2789764,1,3,7,vida nocturna,deporte
10,33,Medellin,3,1796232,1,2,5,vida nocturna,cultura
9,28,Medellin,4,1371892,1,3,7,musica,deporte
9,18,Medellin,3,1186303,1,3,8,musica,deporte
10,27,Medellin,10,1881615,0,3,5,musica,deporte
10,32,Medellin,9,2636604,1,3,5,musica,deporte
9,29,Medellin,10,2415528,0,3,7,musica,cultura
9,25,Medellin,4,840344,0,3,7,musica,deporte
9,27,Medellin,8,2102771,0,3,7,musica,cultura
10,25,Medellin,4,914060,0,3,5,vida nocturna,deporte
10,27,Medellin,10,1068447,0,3,5,musica,deporte
10,18,Medellin,4,1926643,1,3,5,musica,deporte
9,32,Medellin,9,2179935,0,3,7,vida nocturna,cultura
10,33,Medellin,4,1809044,1,2,5,vida nocturna,cultura
10,35,Medellin,8,1859109,0,3,5,vida nocturna,cultura
10,20,Medellin,10,2534226,1,3,5,musica,deporte
9,21,Medellin,4,1970868,1,2,8,musica,cultura
10,23,Medellin,4,1725083,1,3,5,musica,deporte
9,20,Medellin,3,788791,0,3,8,musica,cultura
9,21,Medellin,7,2322228,0,3,8,vida nocturna,cultura
10,28,Medellin,10,1598415,0,3,5,vida nocturna,deporte
10,28,Medellin,6,1937607,0,3,5,vida nocturna,deporte
9,26,Medellin,4,1129567,1,3,7,vida nocturna,deporte
9,22,Medellin,6,2360295,0,3,8,vida nocturna,deporte
10,30,Medellin,8,1401234,0,3,5,vida nocturna,cultura
9,29,Medellin,10,2468017,0,3,8,musica,cultura
9,28,Medellin,6,2109231,0,3,7,vida nocturna,cultura
10,19,Medellin,6,1667704,0,3,5,musica,cultura
9,33,Medellin,6,1869115,0,3,8,vida nocturna,cultura
9,34,Medellin,9,2166790,0,3,8,musica,deporte
9,23,Medellin,5,1993929,1,2,7,vida nocturna,cultura
10,35,Medellin,9,2255134,0,3,5,musica,deporte
10,25,Medellin,4,1182975,1,2,5,musica,cultura
10,18,Medellin,5,1542962,1,3,5,musica,cultura
10,25,Medellin,9,2801982,1,3,5,vida nocturna,deporte
9,35,Medellin,6,1836519,0,3,7,vida nocturna,deporte
9,24,Medellin,4,1067733,1,3,8,musica,deporte
9,30,Medellin,6,1131962,0,3,8,vida nocturna,deporte
10,21,Medellin,10,2083322,0,3,5,musica,deporte
9,26,Medellin,3,552013,0,4,8,vida nocturna,cultura
10,35,Medellin,5,1577771,1,3,5,musica,deporte
10,19,Medellin,6,2112436,0,3,5,musica,deporte
9,23,Medellin,7,2755488,1,2,8,vida nocturna,deporte
9,24,Medellin,6,1706229,0,3,7,musica,cultura
9,31,Medellin,10,1306965,0,3,8,vida nocturna,cultura
10,25,Medellin,9,2713232,1,3,5,vida nocturna,deporte
10,29,Medellin,10,1381238,0,3,5,musica,deporte
9,27,Medellin,5,2540474,1,3,8,vida nocturna,deporte
9,27,Medellin,7,2686641,1,2,8,musica,cultura
10,22,Medellin,9,1543356,0,3,5,musica,cultura
9,35,Medellin,7,2855475,1,3,7,vida nocturna,cultura
9,34,Medellin,3,1646479,1,2,8,musica,deporte
9,23,Medellin,5,1036502,1,3,7,musica,deporte
9,29,Medellin,3,858288,0,3,7,musica,cultura
10,19,Medellin,10,1259280,0,3,5,musica,cultura
10,20,Medellin,5,2972688,1,3,5,vida nocturna,cultura
9,33,Medellin,6,2756911,1,2,8,musica,deporte
10,24,Medellin,10,2231473,0,3,5,musica,deporte
9,30,Medellin,8,1138882,0,3,7,musica,cultura
10,22,Medellin,7,1144705,0,3,5,musica,deporte
9,20,Medellin,4,554923,0,4,8,vida nocturna,cultura
9,24,Medellin,10,2255778,0,3,8,musica,cultura
10,35,Medellin,5,1967352,1,2,5,vida nocturna,cultura
9,23,Medellin,10,2236902,0,3,8,vida nocturna,deporte
10,26,Medellin,3,522005,0,4,5,musica,cultura
9,23,Medellin,6,1087764,0,3,8,musica,cultura
9,28,Medellin,6,1046861,0,3,8,musica,cultura
9,27,Medellin,10,1019760,0,3,8,vida nocturna,cultura
9,29,Medellin,9,1238082,0,3,8,musica,cultura
10,35,Medellin,6,1787558,0,3,5,vida nocturna,cultura
10,26,Medellin,10,2609303,1,3,5,musica,deporte
10,31,Medellin,5,1091123,1,2,5,vida nocturna,deporte
10,24,Medellin,10,2396502,0,3,5,vida nocturna,cultura
10,33,Medellin,3,946350,0,3,5,vida nocturna,deporte
10,34,Medellin,6,1373078,0,3,5,vida nocturna,deporte
9,20,Medellin,7,2099035,0,3,8,musica,deporte
10,19,Medellin,5,1073655,1,2,5,musica,deporte
10,28,Medellin,7,1439848,0,3,5,vida nocturna,deporte
10,30,Medellin,10,1313890,0,3,5,musica,deporte
10,31,Medellin,9,1821144,0,3,5,musica,deporte
9,30,Medellin,9,1778819,0,3,8,musica,deporte
10,28,Medellin,7,1435426,0,3,5,vida nocturna,deporte
9,27,Medellin,4,1930494,1,3,8,vida nocturna,cultura
10,30,Medellin,6,2483502,0,3,5,vida nocturna,deporte
10,19,Medellin,10,2817911,1,2,5,musica,deporte
10,20,Medellin,5,1993253,1,2,5,musica,cultura
9,18,Medellin,7,2601050,1,3,8,musica,deporte
10,33,Medellin,6,1201533,0,3,5,musica,deporte
9,21,Medellin,3,1209439,1,3,8,vida nocturna,cultura
9,31,Medellin,3,1765064,1,3,8,vida nocturna,cultura
9,27,Medellin,6,2774449,1,3,7,vida nocturna,cultura
10,24,Medellin,6,2926033,1,2,5,musica,deporte
9,27,Medellin,4,1492385,1,2,7,musica,deporte
9,22,Medellin,5,1499676,1,3,7,musica,deporte
10,35,Medellin,5,2943480,1,3,5,musica,cultura
9,23,Medellin,9,2776957,1,2,7,musica,deporte
9,30,Medellin,4,1087467,1,2,8,musica,deporte
10,29,Medellin,8,1591130,0,3,5,musica,cultura
9,35,Medellin,3,851449,0,3,8,vida nocturna,deporte
10,28,Medellin,7,1147865,0,3,5,vida nocturna,deporte
10,34,Medellin,5,2920480,1,3,5,musica,cultura
9,29,Medellin,3,657586,0,4,7,musica,deporte
9,19,Medellin,6,1523539,0,3,8,vida nocturna,deporte
9,25,Medellin,8,1463792,0,3,8,vida nocturna,deporte
9,31,Medellin,7,2004261,0,3,7,vida nocturna,cultura
9,31,Medellin,6,2892437,1,2,8,vida nocturna,deporte
10,35,Medellin,4,937079,0,3,5,vida nocturna,cultura
9,28,Medellin,10,2975381,1,3,8,vida nocturna,deporte
10,30,Medellin,3,671861,0,4,5,musica,cultura
9,35,Medellin,3,1679574,1,3,8,musica,deporte
9,18,Medellin,3,639091,0,4,8,musica,deporte
9,28,Medellin,9,1472073,0,3,8,vida nocturna,deporte
9,18,Medellin,10,1307289,0,3,8,musica,cultura
10,23,Medellin,5,1744671,1,3,5,vida nocturna,cultura
9,31,Medellin,9,1233682,0,3,8,musica,deporte
9,30,Medellin,8,1297198,0,3,8,vida nocturna,cultura
10,22,Medellin,4,1183840,1,3,5,musica,deporte
9,32,Medellin,4,1476086,1,3,7,musica,cultura
9,26,Medellin,7,2582849,1,3,8,vida nocturna,cultura
9,31,Medellin,6,2547732,1,2,8,musica,deporte
9,35,Medellin,6,1978558,0,3,8,vida nocturna,deporte
10,34,Medellin,4,1392899,1,3,5,vida nocturna,cultura
9,32,Medellin,7,1181939,0,3,8,musica,cultura
9,26,Medellin,4,1131184,1,3,8,vida nocturna,deporte
10,35,Medellin,10,2374514,0,3,5,musica,deporte
9,25,Medellin,7,2514336,1,2,8,musica,cultura
10,24,Medellin,9,2521565,1,2,5,vida nocturna,cultura
10,30,Medellin,10,1535162,0,3,5,vida nocturna,cultura
10,27,Medellin,10,1939891,0,3,5,vida nocturna,deporte
9,32,Medellin,3,657727,0,4,7,musica,deporte
9,34,Medellin,3,1735653,1,3,7,musica,deporte
10,22,Medellin,8,2774144,1,3,5,musica,deporte
10,25,Medellin,8,2412538,0,3,5,vida nocturna,deporte
10,32,Medellin,4,1957253,1,2,5,vida nocturna,deporte
10,35,Medellin,6,1497821,0,3,5,musica,cultura
10,32,Medellin,3,1445070,1,3,5,musica,deporte
10,25,Medellin,9,2241975,0,3,5,musica,deporte
10,30,Medellin,7,1341063,0,3,5,vida nocturna,deporte
9,31,Medellin,9,2820657,1,3,8,vida nocturna,cultura
10,28,Medellin,3,586926,0,4,5,vida nocturna,deporte
10,23,Medellin,10,1801034,0,3,5,musica,cultura
10,25,Medellin,8,2211781,0,3,5,vida nocturna,deporte
9,24,Medellin,9,1431670,0,3,7,vida nocturna,deporte
10,23,Medellin,8,2732776,1,3,5,musica,deporte
9,30,Medellin,7,1002899,0,3,7,vida nocturna,deporte
10,23,Medellin,4,1899644,1,3,5,musica,cultura
10,31,Medellin,8,1067787,0,3,5,vida nocturna,cultura
9,31,Medellin,8,2981595,1,3,8,vida nocturna,cultura
9,21,Medellin,7,2831346,1,2,7,musica,cultura
9,23,Medellin,5,1187431,1,2,7,vida nocturna,cultura
9,30,Medellin,10,2595767,1,3,7,musica,deporte
10,22,Medellin,8,2671480,1,2,5,vida nocturna,cultura
10,28,Medellin,5,2792009,1,2,5,vida nocturna,deporte
9,23,Medellin,5,2575199,1,2,8,vida nocturna,deporte
10,33,Medellin,7,2833149,1,2,5,musica,deporte
9,25,Medellin,3,1728762,1,2,7,musica,cultura
10,24,Medellin,6,2792482,1,3,5,musica,deporte
9,18,Medellin,3,799342,0,3,8,musica,deporte
9,23,Medellin,10,2739455,1,3,7,vida nocturna,deporte
9,26,Medellin,8,2346307,0,3,7,vida nocturna,deporte
10,28,Medellin,10,2459060,0,3,5,musica,deporte
9,18,Medellin,5,2093865,1,2,7,vida nocturna,cultura
9,27,Medellin,4,1426574,1,2,8,vida nocturna,deporte
10,30,Medellin,8,1384646,0,3,5,vida nocturna,deporte
9,23,Medellin,9,1397941,0,3,8,musica,cultura
9,34,Medellin,3,896552,0,3,8,vida nocturna,cultura
9,21,Medellin,8,1408164,0,3,7,musica,deporte
9,29,Medellin,5,1743312,1,3,7,vida nocturna,deporte
9,26,Medellin,5,2408701,1,3,8,vida nocturna,cultura
10,33,Medellin,3,1838520,1,2,5,musica,deporte
9,18,Medellin,8,2359859,0,3,7,musica,deporte
10,24,Medellin,9,1249600,0,3,5,vida nocturna,deporte
9,18,Medellin,5,2157843,1,3,8,musica,cultura
9,35,Medellin,9,2971463,1,2,8,vida nocturna,deporte
9,22,Medellin,9,2458122,0,3,8,vida nocturna,cultura
9,24,Medellin,8,1048940,0,3,8,musica,cultura
10,19,Medellin,8,2320257,0,3,5,musica,deporte
10,21,Medellin,5,2217670,1,2,5,vida nocturna,deporte
9,19,Medellin,8,2245540,0,3,8,musica,cultura
9,24,Medellin,7,2512549,1,2,8,musica,cultura
9,29,Medellin,3,1772277,1,2,8,vida nocturna,deporte
9,26,Medellin,7,1466728,0,3,7,musica,cultura
9,25,Medellin,3,1074776,1,3,7,vida nocturna,cultura
10,29,Medellin,4,841083,0,3,5,vida nocturna,cultura
9,24,Medellin,6,2312831,0,3,7,vida nocturna,cultura
9,31,Medellin,6,1211346,0,3,8,musica,deporte
10,26,Medellin,7,1568156,0,3,5,musica,cultura
9,34,Medellin,8,2042964,0,3,8,vida nocturna,deporte
10,20,Medellin,10,1014522,0,3,5,vida nocturna,deporte
9,26,Medellin,10,1799431,0,3,8,vida nocturna,deporte
10,35,Medellin,10,1136099,0,3,5,musica,cultura
9,22,Medellin,6,1282607,0,3,7,musica,cultura
9,31,Medellin,4,1666789,1,3,7,musica,cultura
9,22,Medellin,4,1583169,1,3,7,musica,cultura
10,33,Medellin,8,2017954,0,3,5,vida nocturna,deporte
9,23,Medellin,10,1460662,0,3,8,vida nocturna,deporte
10,27,Medellin,9,2698195,1,3,5,vida nocturna,deporte
10,24,Medellin,3,1678608,1,2,5,vida nocturna,deporte
9,23,Medellin,7,1397308,0,3,7,vida nocturna,cultura
10,25,Medellin,7,2429788,0,3,5,vida nocturna,cultura
9,28,Medellin,8,2324127,0,3,8,vida nocturna,cultura
10,24,Medellin,6,1636459,0,3,5,musica,cultura
10,31,Medellin,4,1529779,1,3,5,musica,cultura
10,19,Medellin,5,2116339,1,3,5,musica,deporte
10,34,Medellin,8,2071547,0,3,5,musica,deporte
9,31,Medellin,5,2043646,1,2,7,vida nocturna,deporte
10,31,Medellin,3,1027059,1,2,5,musica,deporte
10,29,Medellin,6,2134936,0,3,5,musica,cultura
10,28,Medellin,6,1500219,0,3,5,vida nocturna,deporte
10,22,Medellin,4,1476404,1,3,5,vida nocturna,cultura
10,20,Medellin,5,2267999,1,3,5,musica,deporte
9,19,Medellin,4,1169305,1,2,8,musica,deporte
10,29,Medellin,9,2295706,0,3,5,musica,deporte
